"","pop","trt","bagnum_text","tank_ID","gg_mll_ind","gg_full_ind","method"
"287","HOR","TempControl-7psu",287,"C1",0.00202544195557073,0.00131278367683115,"lea_offset"
"288","BAR","TempControl-7psu",288,"C1",0.00206065965294695,0.00192000404919471,"lea_offset"
"289","BJO","TempControl-21psu",289,"C2",0.0064932296936012,0.0129064184906431,"lea_offset"
"290","HOG","TempControl-21psu",290,"C2",0.00430944186971038,0.0101184107210105,"lea_offset"
"291","BAR","TempControl-21psu",291,"C2",0.00450682409395653,0.0103682660508867,"lea_offset"
"292","KUR","TempControl-21psu",292,"C2",0.00359233909894455,0.00825788788536226,"lea_offset"
"293","HOR","TempControl-21psu",293,"C2",0.00466077477069785,0.00902304778551134,"lea_offset"
"294","VIK","TempControl-21psu",294,"C2",0.00269300276034259,0.00561816456391825,"lea_offset"
"295","VAT","TempControl-21psu",295,"C2",0.00673008760274768,0.0103408170422839,"lea_offset"
"296","KAL","TempControl-21psu",296,"C2",0.00283305751099257,0.00818846830767723,"lea_offset"
"297","VIK","TempControl-7psu",297,"C2",0.00216239784292413,0.00267308468370829,"lea_offset"
"298","HOG","TempControl-7psu",298,"C2",0.00259023947415016,0.00284324155183995,"lea_offset"
"299","HOR","TempControl-7psu",299,"C2",0.00256846250536187,0.00198453800093944,"lea_offset"
"300","BJO","TempControl-7psu",300,"C2",0.00413652735464517,0.00453005552150567,"lea_offset"
"301","BAR","TempControl-7psu",301,"C2",0.00261985353503718,0.00263372118291087,"lea_offset"
"302","VAT","TempControl-7psu",302,"C2",0.00540491355756348,0.00429148987256592,"lea_offset"
"303","KUR","TempControl-7psu",303,"C2",0.00182176947838556,0.00191013771406066,"lea_offset"
"304","KAL","TempControl-7psu",304,"C2",0.000846577599521038,0.00100761444961978,"lea_offset"
"305","VIK","TempControl-21psu",305,"C2",0.00234519218792363,0.0042266647522128,"lea_offset"
"306","BJO","TempControl-21psu",306,"C2",0.00649255652127813,0.0129125184411398,"lea_offset"
"307","HOG","TempControl-21psu",307,"C2",0.00428494487179036,0.0100239005447183,"lea_offset"
"308","BAR","TempControl-21psu",308,"C2",0.00450682409395653,0.0103682660508867,"lea_offset"
"309","VAT","TempControl-21psu",309,"C2",0.00673008760274768,0.0103408170422839,"lea_offset"
"310","KAL","TempControl-21psu",310,"C2",0.00280669143953471,0.00809461767901508,"lea_offset"
"311","KUR","TempControl-21psu",311,"C2",0.0035427986471236,0.00808245495370469,"lea_offset"
"312","HOR","TempControl-21psu",312,"C2",0.00471551149340428,0.00921067755334372,"lea_offset"
"313","VAT","TempControl-7psu",313,"C2",0.00540491355756348,0.00429148987256592,"lea_offset"
"314","KAL","TempControl-7psu",314,"C2",0.000846577599521038,0.00100761444961978,"lea_offset"
"315","KUR","TempControl-7psu",315,"C2",0.00182273010858992,0.00191306523529679,"lea_offset"
"316","BJO","TempControl-7psu",316,"C2",0.00413652735464517,0.00453005552150567,"lea_offset"
"317","VIK","TempControl-7psu",317,"C2",0.00216239784292413,0.00267308468370829,"lea_offset"
"318","HOG","TempControl-7psu",318,"C2",0.00258978726497922,0.0028504819932983,"lea_offset"
"319","HOR","TempControl-7psu",319,"C2",0.00257564867761439,0.00199784547562109,"lea_offset"
"320","BAR","TempControl-7psu",320,"C2",0.00261985353503718,0.00263372118291087,"lea_offset"
"321","VIK","TempControl-21psu",321,"C3",0.00145024093437649,0.00403573273619979,"lea_offset"
"322","VAT","TempControl-21psu",322,"C3",0.00565450690795803,0.00911087624179988,"lea_offset"
"323","BJO","TempControl-21psu",323,"C3",0.00415229260509101,0.0099254988684911,"lea_offset"
"324","KAL","TempControl-21psu",324,"C3",0.00220830872958053,0.00739454710169105,"lea_offset"
"325","BAR","TempControl-21psu",325,"C3",0.00344816984764923,0.00907762518745864,"lea_offset"
"326","HOG","TempControl-21psu",326,"C3",0.00295384106720398,0.00834825861176133,"lea_offset"
"327","KUR","TempControl-21psu",327,"C3",0.00231681706066279,0.00655883757404163,"lea_offset"
"328","HOR","TempControl-21psu",328,"C3",0.00364504093019439,0.00791851280098384,"lea_offset"
"329","BAR","TempControl-7psu",329,"C3",0.00144636311117425,0.00122413453236492,"lea_offset"
"330","HOG","TempControl-7psu",330,"C3",0.00114526763350292,0.00105468125997732,"lea_offset"
"331","VIK","TempControl-7psu",331,"C3",0.000801590359117675,0.000957841475484886,"lea_offset"
"332","VAT","TempControl-7psu",332,"C3",0.00421230573916995,0.00294668708418675,"lea_offset"
"333","KUR","TempControl-7psu",333,"C3",0.000484761687061483,0.000276623550380598,"lea_offset"
"334","BJO","TempControl-7psu",334,"C3",0.00172016827021227,0.00155283438244477,"lea_offset"
"335","KAL","TempControl-7psu",335,"C3",0.000104191783934103,8.82980365547911e-05,"lea_offset"
"336","HOR","TempControl-7psu",336,"C3",0.00142270556797961,0.000687963297163913,"lea_offset"
"337","KAL","TempControl-21psu",337,"C3",0.00217941888693116,0.00729057872447278,"lea_offset"
"338","HOG","TempControl-21psu",338,"C3",0.00294842300537003,0.00833442024615172,"lea_offset"
"339","BAR","TempControl-21psu",339,"C3",0.00341522885366087,0.00896383789910618,"lea_offset"
"340","VIK","TempControl-21psu",340,"C3",0.00143331598023033,0.00397086564962457,"lea_offset"
"341","HOR","TempControl-21psu",341,"C3",0.00367330150843496,0.00801348716277224,"lea_offset"
"342","BJO","TempControl-21psu",342,"C3",0.00415362697514895,0.00993402671641798,"lea_offset"
"343","VAT","TempControl-21psu",343,"C3",0.00565450690795803,0.00911087624179988,"lea_offset"
"344","KUR","TempControl-21psu",344,"C3",0.00220381174937307,0.00615505423699736,"lea_offset"
"345","KUR","TempControl-7psu",345,"C3",0.000484048451354635,0.000275017341513539,"lea_offset"
"346","BJO","TempControl-7psu",346,"C3",0.0017151634675511,0.00153623512272888,"lea_offset"
"347","HOG","TempControl-7psu",347,"C3",0.00114526763350292,0.00105468125997732,"lea_offset"
"348","BAR","TempControl-7psu",348,"C3",0.00144459490233539,0.00121196376357729,"lea_offset"
"349","HOR","TempControl-7psu",349,"C3",0.00142270556797961,0.000687963297163913,"lea_offset"
"350","KAL","TempControl-7psu",350,"C3",0.000109025488019362,9.92631470242192e-05,"lea_offset"
"351","VAT","TempControl-7psu",351,"C3",0.00422255279183753,0.00295771137921865,"lea_offset"
"352","VIK","TempControl-7psu",352,"C3",0.000809436091427807,0.000979576865873239,"lea_offset"
"353","KAL","TempControl-21psu",353,"C4",0.00296802518043533,0.00839875355072,"lea_offset"
"354","BJO","TempControl-21psu",354,"C4",0.00646982324306952,0.012075901513759,"lea_offset"
"355","HOR","TempControl-21psu",355,"C4",0.00461913085274506,0.00840752714957142,"lea_offset"
"356","VIK","TempControl-21psu",356,"C4",0.00267923881150584,0.00510722476979014,"lea_offset"
"357","HOG","TempControl-21psu",357,"C4",0.00418548222089918,0.00917500690424769,"lea_offset"
"358","BAR","TempControl-21psu",358,"C4",0.00438136949562158,0.00948496008221101,"lea_offset"
"359","VAT","TempControl-21psu",359,"C4",0.00656739631155997,0.00941016287076533,"lea_offset"
"360","KUR","TempControl-21psu",360,"C4",0.00325756250550893,0.00638206669630675,"lea_offset"
"361","VAT","TempControl-7psu",361,"C4",0.00560196397627654,0.00447074761706291,"lea_offset"
"362","KAL","TempControl-7psu",362,"C4",0.000960902658774568,0.00113397245602656,"lea_offset"
"363","KUR","TempControl-7psu",363,"C4",0.00198894241136332,0.00209814761614675,"lea_offset"
"364","HOG","TempControl-7psu",364,"C4",0.00276187342757396,0.00302131014094831,"lea_offset"
"365","BAR","TempControl-7psu",365,"C4",0.00278924285026294,0.0027984222078581,"lea_offset"
"366","BJO","TempControl-7psu",366,"C4",0.00438164434471985,0.00479963163120296,"lea_offset"
"367","VIK","TempControl-7psu",367,"C4",0.00233491138513394,0.00288339397288036,"lea_offset"
"368","HOR","TempControl-7psu",368,"C4",0.00274786472175786,0.00216156244637904,"lea_offset"
"369","VIK","TempControl-21psu",369,"C4",0.00268363040396259,0.0051257677136101,"lea_offset"
"370","HOR","TempControl-21psu",370,"C4",0.00462015266671297,0.00841392988334987,"lea_offset"
"371","BJO","TempControl-21psu",371,"C4",0.00676138880748117,0.0132706742016486,"lea_offset"
"372","HOG","TempControl-21psu",372,"C4",0.004421704207245,0.0100667806323073,"lea_offset"
"373","VAT","TempControl-21psu",373,"C4",0.00658746729216254,0.0094895197821182,"lea_offset"
"374","KAL","TempControl-21psu",374,"C4",0.00269866141945473,0.00727797824509835,"lea_offset"
"375","KUR","TempControl-21psu",375,"C4",0.0036782288388189,0.00814539216955527,"lea_offset"
"376","BAR","TempControl-21psu",376,"C4",0.00468031138951362,0.0105543687717386,"lea_offset"
"377","HOG","TempControl-7psu",377,"C4",0.0027664990432789,0.00304214968479528,"lea_offset"
"378","VAT","TempControl-7psu",378,"C4",0.00558715118860329,0.00445878201313133,"lea_offset"
"379","BAR","TempControl-7psu",379,"C4",0.00278999250223668,0.00280902472899973,"lea_offset"
"380","KAL","TempControl-7psu",380,"C4",0.000960546153476924,0.00113804789281262,"lea_offset"
"381","HOR","TempControl-7psu",381,"C4",0.00275297744625126,0.00217567893178823,"lea_offset"
"382","KUR","TempControl-7psu",382,"C4",0.00198619609158703,0.00209232396802242,"lea_offset"
"383","VIK","TempControl-7psu",383,"C4",0.00234242047530964,0.00290757146424141,"lea_offset"
"384","BJO","TempControl-7psu",384,"C4",0.00438164434471985,0.00479963163120296,"lea_offset"
