"DNA_label","new_label","pop","genet","bagnum","tank_ID","sal_full","temp_full","trt","nbr_leaves_start","sideShoot","nbr_sideShootLeaves_start","length_longest_leaf_start","weight_start","IsBlackLesions_start","nbr_leaves_end","nbr_new_leaves","width_leaf","Growth_leaf1","Growth_leaf2","Growth_leaf3","Growth_leaf4","Growth_leaf5","Growth_leaf6","Growth_leaf7","Length_new_leaf1","Length_new_leaf2","Length_new_leaf3","Length_new_leaf4","Length_new_leaf5","Length_new_leaf6","Nbr_new_shoots","Nbr_leaves_new_shoot1","Length_new_shoot1_leaf1","Length_new_shoot1_leaf2","Length_new_shoot1_leaf3","Length_new_shoot1_leaf4","Length_new_shoot1_leaf5","Length_new_shoot1_leaf6","Nbr_leaves_new_shoot2","Length_new_shoot2_leaf1","Length_new_shoot2_leaf2","Length_new_shoot2_leaf3","Length_new_shoot2_leaf4","Length_new_shoot2_leaf5","below_ground_weight","above_ground_weight","weight_new_shoot1","weight_new_shoot2","total_weight","lesions.","isAlive","Length_flower1","Length_bract1","pop_trt","block","mean_sal","median_sal","min_sal","max_sal","sd_sal","mean_temp","median_temp","min_temp","max_temp","sd_temp","x_coord","y_coord","position","length_growth","length_std_change","weight_change","weight_std_change","above_below_weight_ratio"
"KAL_gen-28","221_B3_KAL_gen-28_TempWarm-5psu","KAL","gen-28",221,"B3","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,35.3,1.69,FALSE,5,3,0.35,24.4,12.1,NA,NA,NA,NA,NA,9.3,23.1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,0.87,0,0,2.01,"N",1,NA,NA,"KAL_TempWarm_5psu","4",5.15,5.1,5,5.4,0.173205080756888,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,16,9,"16_9",68.9,1.95184135977337,0.32,0.189349112426035,0.763157894736842
"KAL_gen-29","232_B4_KAL_gen-29_TempWarm-16psu","KAL","gen-29",232,"B4","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,69.7,4.31,FALSE,4,2,0.4,33.3,13.4,NA,NA,NA,NA,NA,19.5,40.3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,1.26,0,0,2.81,"N",1,NA,NA,"KAL_TempWarm_16psu","5",16.15,16.1,16,16.4,0.173205080756887,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,10,16,"10_16",106.5,1.52797704447633,-1.5,-0.348027842227378,0.812903225806452
"KAL_gen-31","241_B4_KAL_gen-31_TempWarm-16psu","KAL","gen-31",241,"B4","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,44.8,2.24,FALSE,5,3,0.3,13.5,32,NA,NA,NA,NA,NA,38.5,21.6,1.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,0.97,0,0,2.03,"Y",1,NA,NA,"KAL_TempWarm_16psu","7",16.15,16.05,16,16.5,0.238047614284762,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,13,13,"13_13",107.2,2.39285714285714,-0.21,-0.0937500000000002,0.915094339622641
"KAL_gen-33","259_C1_KAL_gen-33_TempControl-21psu","KAL","gen-33",259,"C1","21psu","TempControl","TempControl_21psu",4,FALSE,0,62.2,2.84,FALSE,5,3,0.45,2.1,15.3,NA,NA,NA,NA,NA,36.9,33,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34,1.33,0,0,2.67,"Y",1,NA,NA,"KAL_TempControl_21psu","9",21.05,21.05,21,21.1,0.0577350269189634,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,17,3,"17_3",100.3,1.61254019292605,-0.17,-0.0598591549295774,0.992537313432836
"KAL_gen-35","279_C1_KAL_gen-35_TempControl-21psu","KAL","gen-35",279,"C1","21psu","TempControl","TempControl_21psu",4,FALSE,0,67.9,4.47,TRUE,5,3,0.45,35,9.6,NA,NA,NA,NA,NA,29.4,7.9,39.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,1.56,0,0,3.21,"N",1,NA,NA,"KAL_TempControl_21psu","11",21.075,21.1,21,21.1,0.0500000000000007,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,22,3,"22_3",121.6,1.79086892488954,-1.26,-0.281879194630872,0.945454545454546
"KAL_gen-36","282_C1_KAL_gen-36_TempControl-7psu","KAL","gen-36",282,"C1","7psu","TempControl","TempControl_7psu",4,FALSE,0,50.5,3.31,TRUE,5,3,0.4,13.8,28.1,NA,NA,NA,NA,NA,31.3,26.1,7.3,NA,NA,NA,1,4,12.5,10.9,9.9,3.7,NA,NA,NA,NA,NA,NA,NA,NA,1.63,0.88,0.14,0,2.65,"N",1,NA,NA,"KAL_TempControl_7psu","12",7.1,7.1,7.1,7.1,0,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,23,2,"23_2",143.6,2.84356435643564,-0.66,-0.199395770392749,0.539877300613497
"KAL_gen-37","296_C2_KAL_gen-37_TempControl-21psu","KAL","gen-37",296,"C2","21psu","TempControl","TempControl_21psu",5,FALSE,0,48,3.15,FALSE,5,3,0.4,18.2,6.7,NA,NA,NA,NA,NA,22.4,7.5,29.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,0.73,0,0,2.36,"N",1,NA,NA,"KAL_TempControl_21psu","13",21.3,21.3,21.3,21.3,0,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,18,8,"18_8",84.4,1.75833333333333,-0.79,-0.250793650793651,0.447852760736196
"KAL_gen-38","304_C2_KAL_gen-38_TempControl-7psu","KAL","gen-38",304,"C2","7psu","TempControl","TempControl_7psu",4,FALSE,0,46.5,2.17,FALSE,5,4,0.4,19.6,NA,NA,NA,NA,NA,NA,31,15.7,31,0.7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57,0.79,0,0,2.36,"N",1,NA,NA,"KAL_TempControl_7psu","14",7.03333333333333,7,7,7.1,0.0577350269189624,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,20,8,"20_8",98,2.10752688172043,0.19,0.0875576036866359,0.503184713375796
"KAL_gen-39","310_C2_KAL_gen-39_TempControl-21psu","KAL","gen-39",310,"C2","21psu","TempControl","TempControl_21psu",4,FALSE,0,12.8,0.99,FALSE,4,3,0.2,6.9,NA,NA,NA,NA,NA,NA,14.9,7.4,15.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.3,0,0,0.73,"N",1,NA,NA,"KAL_TempControl_21psu","15",21.2333333333333,21.2,21.2,21.3,0.0577350269189634,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,22,6,"22_6",45.1,3.5234375,-0.26,-0.262626262626263,0.697674418604651
"KAL_gen-40","314_C2_KAL_gen-40_TempControl-7psu","KAL","gen-40",314,"C2","7psu","TempControl","TempControl_7psu",5,FALSE,0,58.5,4.59,TRUE,5,5,0.4,NA,NA,NA,NA,NA,NA,NA,33.6,1,12.6,32.2,7.9,NA,2,1,8.8,NA,NA,NA,NA,NA,3,16.8,9.3,16.4,NA,NA,3.61,1.52,0.06,0.29,5.48,"N",1,NA,NA,"KAL_TempControl_7psu","16",7.03333333333333,7,7,7.1,0.0577350269189624,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,23,6,"23_6",138.6,2.36923076923077,0.890000000000001,0.193899782135076,0.421052631578947
"KAL_gen-41","324_C3_KAL_gen-41_TempControl-21psu","KAL","gen-41",324,"C3","21psu","TempControl","TempControl_21psu",5,FALSE,0,55.2,4.65,FALSE,5,3,0.45,4.6,9.3,NA,NA,NA,NA,NA,9.1,2.9,NA,NA,NA,NA,1,6,3.7,10.2,18.5,9.9,17.1,1.5,NA,NA,NA,NA,NA,NA,2.92,0.99,0.38,0,4.29,"N",1,NA,NA,"KAL_TempControl_21psu","17",21.225,21.2,21.2,21.3,0.0500000000000007,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,17,12,"17_12",86.8,1.57246376811594,-0.36,-0.0774193548387097,0.339041095890411
"KAL_gen-42","335_C3_KAL_gen-42_TempControl-7psu","KAL","gen-42",335,"C3","7psu","TempControl","TempControl_7psu",4,FALSE,0,45,1.99,FALSE,6,4,0.4,31,12.8,NA,NA,NA,NA,NA,38.1,19.1,37.4,1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,1.58,0,0,2.96,"N",1,NA,NA,"KAL_TempControl_7psu","18",6.975,7,6.9,7,0.0499999999999998,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,20,11,"20_11",139.9,3.10888888888889,0.97,0.487437185929648,1.14492753623188
"KAL_gen-43","337_C3_KAL_gen-43_TempControl-21psu","KAL","gen-43",337,"C3","21psu","TempControl","TempControl_21psu",4,FALSE,0,44,1.81,FALSE,5,4,0.35,15.3,NA,NA,NA,NA,NA,NA,38.2,38.1,5.6,36.3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,0.92,0,0,2.3,"N",1,NA,NA,"KAL_TempControl_21psu","19",21.15,21.15,21.1,21.2,0.0577350269189613,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,21,9,"21_9",133.5,3.03409090909091,0.49,0.270718232044199,0.666666666666667
"KAL_gen-44","350_C3_KAL_gen-44_TempControl-7psu","KAL","gen-44",350,"C3","7psu","TempControl","TempControl_7psu",5,FALSE,0,41.5,2.54,FALSE,5,4,0.3,10.9,NA,NA,NA,NA,NA,NA,25.8,5.9,21.2,26.6,NA,NA,1,4,11,7.4,9.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2.13,0.76,0.07,0,2.96,"N",1,NA,NA,"KAL_TempControl_7psu","20",7,7,7,7,0,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,24,10,"24_10",119,2.86746987951807,0.42,0.165354330708661,0.356807511737089
"KAL_gen-45","353_C4_KAL_gen-45_TempControl-21psu","KAL","gen-45",353,"C4","21psu","TempControl","TempControl_21psu",5,FALSE,0,63.3,4.12,FALSE,6,4,0.4,37.5,10.6,NA,NA,NA,NA,NA,45.6,51.6,21.4,2.9,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34,1.53,0,0,3.87,"N",1,NA,NA,"KAL_TempControl_21psu","21",21.4,21.4,21.4,21.4,0,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,17,13,"17_13",169.6,2.67930489731438,-0.25,-0.0606796116504854,0.653846153846154
"KAL_gen-46","362_C4_KAL_gen-46_TempControl-7psu","KAL","gen-46",362,"C4","7psu","TempControl","TempControl_7psu",5,FALSE,0,49.6,3.15,FALSE,5,3,0.4,11.4,26.6,NA,NA,NA,NA,NA,34,12.1,28.8,NA,NA,NA,1,5,1.5,10.8,5.4,14.1,15.2,NA,NA,NA,NA,NA,NA,NA,1.85,1.01,0.15,0,3.01,"N",1,NA,NA,"KAL_TempControl_7psu","22",6.975,7,6.9,7,0.0499999999999998,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,19,14,"19_14",159.9,3.22379032258064,-0.14,-0.0444444444444445,0.545945945945946
"KAL_gen-47","374_C4_KAL_gen-47_TempControl-21psu","KAL","gen-47",374,"C4","21psu","TempControl","TempControl_21psu",5,FALSE,0,80.6,4.91,TRUE,6,4,0.4,15.2,41.2,NA,NA,NA,NA,NA,47.9,18.9,40.8,2.2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29,1.62,0,0,3.91,"N",1,NA,NA,"KAL_TempControl_21psu","23",21.075,21.3,20.3,21.4,0.518812747209112,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,22,14,"22_14",166.2,2.06203473945409,-1,-0.203665987780041,0.707423580786026
"KAL_gen-48","380_C4_KAL_gen-48_TempControl-7psu","KAL","gen-48",380,"C4","7psu","TempControl","TempControl_7psu",5,FALSE,0,51,3.18,TRUE,6,4,0.4,7.3,23.6,NA,NA,NA,NA,NA,37,25.3,5.2,39,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01,1.27,0,0,3.28,"N",1,NA,NA,"KAL_TempControl_7psu","24",7.075,7,7,7.3,0.15,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,23,16,"23_16",137.4,2.69411764705882,0.0999999999999996,0.031446540880503,0.631840796019901
"KUR_gen-01","002_A1_KUR_gen-01_TempControl-21psu","KUR","gen-01",2,"A1","21psu","TempControl","TempControl_21psu",6,TRUE,2,15.5,0.95,FALSE,4,2,0.2,6.1,18.7,0,NA,NA,NA,NA,13.6,18.4,NA,NA,NA,NA,1,3,12.5,6.1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,0.33,0.07,0,1.31,"N",1,NA,NA,"KUR_TempControl_21psu","1",21.3,21.3,21.2,21.4,0.0707106781186545,20.0156771811542,20.117509765625,16.04197265625,24.193046875,1.7119521433729,1,2,"1_2",84.4,5.44516129032258,0.36,0.378947368421053,0.362637362637363
"KUR_gen-03","024_A1_KUR_gen-03_TempControl-21psu","KUR","gen-03",24,"A1","21psu","TempControl","TempControl_21psu",5,FALSE,0,15.4,1.18,FALSE,4,2,0.2,12.7,1.5,NA,NA,NA,NA,NA,4.7,19,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,0.19,0.01,0,1.22,"N",1,NA,NA,"KUR_TempControl_21psu","3",21.22,21.2,21.2,21.3,0.0447213595499964,20.0156771811542,20.117509765625,16.04197265625,24.193046875,1.7119521433729,6,4,"6_4",39.9,2.59090909090909,0.04,0.0338983050847458,0.186274509803922
"KUR_gen-05","040_A2_KUR_gen-05_TempControl-21psu","KUR","gen-05",40,"A2","21psu","TempControl","TempControl_21psu",5,FALSE,0,19.9,1.51,FALSE,4,3,0.2,6,NA,NA,NA,NA,NA,NA,14.4,16.7,1.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.17,0,0,1.15,"N",1,NA,NA,"KUR_TempControl_21psu","5",21.18,21.2,21.1,21.2,0.0447213595499948,19.9674754033708,20.117509765625,15.999072265625,24.62205078125,1.72075764002812,2,8,"2_8",38.3,1.92462311557789,-0.36,-0.23841059602649,0.173469387755102
"KUR_gen-07","054_A2_KUR_gen-07_TempControl-21psu","KUR","gen-07",54,"A2","21psu","TempControl","TempControl_21psu",4,FALSE,0,24.5,1.41,FALSE,4,2,0.25,3.1,14.8,NA,NA,NA,NA,NA,32,17.5,NA,NA,NA,NA,1,2,7.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,0.34,0.04,0,1.65,"N",1,NA,NA,"KUR_TempControl_21psu","7",21.18,21.2,21.1,21.2,0.0447213595499948,19.9674754033708,20.117509765625,15.999072265625,24.62205078125,1.72075764002812,6,6,"6_6",77.4,3.15918367346939,0.24,0.170212765957447,0.267716535433071
"KUR_gen-08","057_A2_KUR_gen-08_TempControl-7psu","KUR","gen-08",57,"A2","7psu","TempControl","TempControl_7psu",5,FALSE,0,17.7,0.83,TRUE,4,3,0.2,12.3,NA,NA,NA,NA,NA,NA,21,3.9,21.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.35,0,0,1.03,"N",1,NA,NA,"KUR_TempControl_7psu","8",7,7,7,7,0,19.9674754033708,20.117509765625,15.999072265625,24.62205078125,1.72075764002812,7,5,"7_5",58.4,3.29943502824859,0.2,0.240963855421687,0.514705882352941
"KUR_gen-09","068_A3_KUR_gen-09_TempWarm-16psu","KUR","gen-09",68,"A3","16psu","TempWarm","TempWarm_16psu",6,TRUE,2,30.3,1.58,FALSE,4,2,0.25,14.8,6.5,NA,NA,NA,NA,NA,2,12.3,NA,NA,NA,NA,1,4,8,10.5,5.7,10.4,NA,NA,NA,NA,NA,NA,NA,NA,1.06,0.32,0.08,0,1.46,"N",1,NA,NA,"KUR_TempWarm_16psu","9",16.2,16.2,16.1,16.3,0.0999999999999996,25.8025284445741,26.123564453125,15.827470703125,32.34412109375,2.39952191130576,1,12,"1_12",70.2,2.31683168316832,-0.12,-0.0759493670886077,0.30188679245283
"KUR_gen-11","088_A3_KUR_gen-11_TempWarm-16psu","KUR","gen-11",88,"A3","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,23,1.59,FALSE,5,3,0.25,21.4,4.8,NA,NA,NA,NA,NA,24.6,7.6,30.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,0.65,0,0,2.35,"N",1,NA,NA,"KUR_TempWarm_16psu","11",16.06,16.1,16,16.1,0.0547722557505174,25.8025284445741,26.123564453125,15.827470703125,32.34412109375,2.39952191130576,6,12,"6_12",88.6,3.85217391304348,0.76,0.477987421383648,0.382352941176471
"KUR_gen-15","115_A4_KUR_gen-15_TempWarm-16psu","KUR","gen-15",115,"A4","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,15,0.95,TRUE,3,2,0.3,13.8,NA,NA,NA,NA,NA,NA,2.8,14.7,NA,NA,NA,NA,1,1,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,0.12,0.01,0,0.5,"N",1,NA,NA,"KUR_TempWarm_16psu","15",16.15,16.15,16.1,16.2,0.0547722557505154,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,5,15,"5_15",37.9,2.52666666666667,-0.45,-0.473684210526316,0.324324324324324
"KUR_gen-19","147_B1_KUR_gen-19_TempWarm-16psu","KUR","gen-19",147,"B1","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,22.7,1.45,FALSE,4,3,0.2,13.5,NA,NA,NA,NA,NA,NA,15.2,0.9,9.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,0.19,0,0,1.02,"Y",1,NA,NA,"KUR_TempWarm_16psu","19",15.925,15.85,15.8,16.2,0.189296944860008,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,13,3,"13_3",39.5,1.74008810572687,-0.43,-0.296551724137931,0.228915662650602
"KUR_gen-21","166_B2_KUR_gen-21_TempWarm-16psu","KUR","gen-21",166,"B2","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,13.8,0.81,FALSE,4,2,0.2,14.7,5.5,NA,NA,NA,NA,NA,11.9,1.7,NA,NA,NA,NA,1,2,8.6,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,0.14,0.04,0,0.87,"N",1,NA,NA,"KUR_TempWarm_16psu","21",16.05,16,15.9,16.3,0.173205080756888,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,10,6,"10_6",50.8,3.68115942028985,0.0599999999999999,0.074074074074074,0.202898550724638
"KUR_gen-33","257_C1_KUR_gen-33_TempControl-21psu","KUR","gen-33",257,"C1","21psu","TempControl","TempControl_21psu",5,TRUE,2,24,1.03,FALSE,5,3,0.3,4.6,17.3,NA,NA,NA,NA,NA,31.6,9,27.6,NA,NA,NA,1,4,15.1,12.5,22.2,8.2,NA,NA,NA,NA,NA,NA,NA,NA,1.04,0.39,0.15,0,1.58,"Y",1,NA,NA,"KUR_TempControl_21psu","9",21,21,20.9,21.1,0.0816496580927738,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,17,1,"17_1",148.1,6.17083333333333,0.55,0.533980582524272,0.375
"KUR_gen-35","278_C1_KUR_gen-35_TempControl-21psu","KUR","gen-35",278,"C1","21psu","TempControl","TempControl_21psu",5,FALSE,0,28,1.44,FALSE,5,3,0.2,0.9,11.5,NA,NA,NA,NA,NA,30.1,28.4,4.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0.66,0,0,1.76,"Y",1,NA,NA,"KUR_TempControl_21psu","11",21.15,21.15,21.1,21.2,0.0577350269189613,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,22,2,"22_2",75.5,2.69642857142857,0.32,0.222222222222222,0.6
"KUR_gen-37","292_C2_KUR_gen-37_TempControl-21psu","KUR","gen-37",292,"C2","21psu","TempControl","TempControl_21psu",3,FALSE,0,15.7,1.16,FALSE,4,2,0.2,14.6,3.3,NA,NA,NA,NA,NA,13.4,24.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.25,0,0,1.28,"N",1,NA,NA,"KUR_TempControl_21psu","13",21.4,21.4,21.4,21.4,0,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,17,8,"17_8",55.8,3.55414012738854,0.12,0.103448275862069,0.242718446601942
"KUR_gen-38","303_C2_KUR_gen-38_TempControl-7psu","KUR","gen-38",303,"C2","7psu","TempControl","TempControl_7psu",4,FALSE,0,15.8,0.84,FALSE,5,5,0.25,NA,NA,NA,NA,NA,NA,NA,19.1,11.8,13,4,17,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62,0.31,0,0,1.93,"N",1,NA,NA,"KUR_TempControl_7psu","14",7.03333333333333,7,7,7.1,0.0577350269189624,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,20,7,"20_7",64.9,4.10759493670886,1.09,1.29761904761905,0.191358024691358
"KUR_gen-39","311_C2_KUR_gen-39_TempControl-21psu","KUR","gen-39",311,"C2","21psu","TempControl","TempControl_21psu",4,FALSE,0,16.4,0.91,FALSE,5,3,0.2,19.2,4.3,NA,NA,NA,NA,NA,24.1,7.3,27.9,NA,NA,NA,1,3,8.8,5.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.39,0.03,0,1.38,"N",1,NA,NA,"KUR_TempControl_21psu","15",21.2333333333333,21.2,21.2,21.3,0.0577350269189634,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,22,7,"22_7",104,6.34146341463415,0.47,0.516483516483516,0.40625
"KUR_gen-41","327_C3_KUR_gen-41_TempControl-21psu","KUR","gen-41",327,"C3","21psu","TempControl","TempControl_21psu",5,FALSE,0,14.5,0.78,FALSE,5,3,0.1,2.5,9.5,NA,NA,NA,NA,NA,15,3.4,13.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.17,0,0,0.78,"N",1,NA,NA,"KUR_TempControl_21psu","17",21.15,21.15,21.1,21.2,0.0577350269189613,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,18,11,"18_11",44.3,3.0551724137931,0,0,0.278688524590164
"KUR_gen-43","344_C3_KUR_gen-43_TempControl-21psu","KUR","gen-43",344,"C3","21psu","TempControl","TempControl_21psu",5,FALSE,0,34.5,1.15,FALSE,5,4,0.3,16.3,NA,NA,NA,NA,NA,NA,15.9,27.8,31.8,1.2,NA,NA,1,5,8.3,19,2.5,15.9,14.4,NA,NA,NA,NA,NA,NA,NA,0.98,0.39,0.26,0,1.63,"N",1,NA,NA,"KUR_TempControl_21psu","19",21,21.1,20.7,21.1,0.200000000000001,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,22,12,"22_12",153.1,4.43768115942029,0.48,0.417391304347826,0.397959183673469
"KUR_gen-45","360_C4_KUR_gen-45_TempControl-21psu","KUR","gen-45",360,"C4","21psu","TempControl","TempControl_21psu",5,FALSE,0,22.3,1.39,FALSE,4,2,0.2,6.4,21.7,NA,NA,NA,NA,NA,25.6,9.7,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.45,0,0,1.41,"N",1,NA,NA,"KUR_TempControl_21psu","21",20.75,21.3,19.1,21.3,1.1,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,18,16,"18_16",63.4,2.84304932735426,0.02,0.0143884892086331,0.46875
"KUR_gen-46","363_C4_KUR_gen-46_TempControl-7psu","KUR","gen-46",363,"C4","7psu","TempControl","TempControl_7psu",4,FALSE,0,13.2,0.68,FALSE,3,3,0.2,NA,NA,NA,NA,NA,NA,NA,1.2,7.1,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.1,0,0,0.31,"N",1,NA,NA,"KUR_TempControl_7psu","22",7.2,7.2,7,7.4,0.230940107675851,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,19,15,"19_15",21.3,1.61363636363636,-0.37,-0.544117647058824,0.476190476190476
"KUR_gen-47","375_C4_KUR_gen-47_TempControl-21psu","KUR","gen-47",375,"C4","21psu","TempControl","TempControl_21psu",5,FALSE,0,17.7,1.39,FALSE,5,4,0.2,9.6,21.7,NA,NA,NA,NA,NA,29.3,1.2,17.8,0.3,NA,NA,1,5,8,19,13.2,11.5,0.7,NA,NA,NA,NA,NA,NA,NA,1.08,0.37,0.14,0,1.59,"N",1,NA,NA,"KUR_TempControl_21psu","23",21.3,21.25,21.1,21.6,0.216024689946929,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,22,15,"22_15",132.3,7.47457627118644,0.2,0.143884892086331,0.342592592592593
"KUR_gen-48","382_C4_KUR_gen-48_TempControl-7psu","KUR","gen-48",382,"C4","7psu","TempControl","TempControl_7psu",4,FALSE,0,14.8,0.98,FALSE,5,4,0.2,11.2,NA,NA,NA,NA,NA,NA,24.2,8,23.5,19.4,NA,NA,1,5,8.2,15.5,10.6,10.3,1.5,NA,NA,NA,NA,NA,NA,NA,0.87,0.33,0.08,0,1.28,"Y",1,NA,NA,"KUR_TempControl_7psu","24",7.2,7.2,7.2,7.2,0,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,24,14,"24_14",132.4,8.94594594594595,0.3,0.306122448979592,0.379310344827586
"VAT_gen-01","006_A1_VAT_gen-01_TempControl-21psu","VAT","gen-01",6,"A1","21psu","TempControl","TempControl_21psu",5,FALSE,0,58.3,5.84,TRUE,5,2,0.6,1.4,17.5,13,NA,NA,NA,NA,27.1,18.2,NA,NA,NA,NA,1,4,7.9,5,9.4,10.5,NA,NA,NA,NA,NA,NA,NA,NA,3.97,2.29,0,0,6.26,"N",1,NA,NA,"VAT_TempControl_21psu","1",21.42,21.4,21.4,21.5,0.0447213595499964,20.0156771811542,20.117509765625,16.04197265625,24.193046875,1.7119521433729,2,2,"2_2",110,1.88679245283019,0.42,0.0719178082191781,0.576826196473552
"VAT_gen-03","019_A1_VAT_gen-03_TempControl-21psu","VAT","gen-03",19,"A1","21psu","TempControl","TempControl_21psu",5,FALSE,0,48,5.63,TRUE,6,3,0.4,0.1,27.3,8.8,NA,NA,NA,NA,34.6,40.3,12,NA,NA,NA,1,3,12.6,12.7,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.89,2.58,0.36,0,7.83,"Y",1,NA,NA,"VAT_TempControl_21psu","3",21.44,21.4,21.4,21.5,0.0547722557505174,20.0156771811542,20.117509765625,16.04197265625,24.193046875,1.7119521433729,5,3,"5_3",163,3.39583333333333,2.2,0.390763765541741,0.52760736196319
