"","DNA_label","tank_ID","setupKey","setupLabel","bagKey","setupTimestamp","nbr_leaves_start","sideShoot","nbr_sideShootLeaves_start","length_longest_leaf_start","leaf_width_hole","weight_start","IsBlackLesions_start","bagnum","pop","genet","bagnum_num","new_label","need.DNA..","sal_full","temp_full","nbr_leaves","length_longest_leaf","nbr_leaves_end","nbr_new_leaves","width_leaf","Growth_leaf1","Growth_leaf2","Growth_leaf3","Growth_leaf4","Growth_leaf5","Growth_leaf6","Growth_leaf7","Length_new_leaf1","Length_new_leaf2","Length_new_leaf3","Length_new_leaf4","Length_new_leaf5","Length_new_leaf6","Nbr_new_shoots","Nbr_leaves_new_shoot1","Length_new_shoot1_leaf1","Length_new_shoot1_leaf2","Length_new_shoot1_leaf3","Length_new_shoot1_leaf4","Length_new_shoot1_leaf5","Length_new_shoot1_leaf6","Nbr_leaves_new_shoot2","Length_new_shoot2_leaf1","Length_new_shoot2_leaf2","Length_new_shoot2_leaf3","Length_new_shoot2_leaf4","Length_new_shoot2_leaf5","Length_flower1","Length_bract1","Length_flower2","Length_bract2","Length_flower3","Length_bract3","below_ground_weight","above_ground_weight","weight_new_shoot1","weight_new_shoot2","total_weight","lesions.","picture.","isAlive","Comment","trt"
"84","BJO_gen-36","C1","220c45bc","285_C1_BJO_gen-36_TempControl-7psu07/04/2024 16:57:32","975AF645","7/4/2024 16:57:32",5,FALSE,0,17.5,NA,1.51,FALSE,"285","BJO","gen-36",285,"285_C1_BJO_gen-36_TempControl-7psu","yes","7psu","TempControl",5,17.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"85","BJO_gen-37","C2","3bfd7e30","289_C2_BJO_gen-37_TempControl-21psu07/04/2024 16:59:23","345bftds","7/4/2024 16:59:23",6,TRUE,2,36.7,NA,3.33,TRUE,"289","BJO","gen-37",289,"289_C2_BJO_gen-37_TempControl-21psu","","21psu","TempControl",6,36.7,4,2,0.35,9,25.7,NA,NA,NA,NA,NA,14.5,30.6,NA,NA,NA,NA,1,4,12.4,0.9,9.4,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,0.71,0.13,0,2.5,"Y","Y",TRUE,"super baby leaf, too small to measure","TempControl_21psu"
"86","BJO_gen-38","C2","98101371","300_C2_BJO_gen-38_TempControl-7psu07/04/2024 17:00:59","568376BE","7/4/2024 17:00:59",5,FALSE,0,40.8,NA,3.34,FALSE,"300","BJO","gen-38",300,"300_C2_BJO_gen-38_TempControl-7psu","","7psu","TempControl",5,40.8,4,3,0.4,21,NA,NA,NA,NA,NA,NA,33.1,15,31.7,NA,NA,NA,1,4,14.6,13,4,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52,0.12,0.26,0,2.9,"N","Y",TRUE,"","TempControl_7psu"
"87","BJO_gen-39","C2","3707a03c","306_C2_BJO_gen-39_TempControl-21psu07/04/2024 17:02:34","E0CEB5A0","7/4/2024 17:02:34",5,FALSE,0,42,NA,3.32,FALSE,"306","BJO","gen-39",306,"306_C2_BJO_gen-39_TempControl-21psu","","21psu","TempControl",5,42,5,3,0.35,15.2,35,NA,NA,NA,NA,NA,43.8,1.8,25.6,NA,NA,NA,1,4,18.4,5.2,17.5,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,1.42,0.34,0,4.02,"Y","Y",TRUE,"","TempControl_21psu"
"88","BJO_gen-40","C2","1893ed81","316_C2_BJO_gen-40_TempControl-7psu07/04/2024 17:04:55","4C86A039","7/4/2024 17:04:55",6,TRUE,2,33.3,NA,2.39,FALSE,"316","BJO","gen-40",316,"316_C2_BJO_gen-40_TempControl-7psu","","7psu","TempControl",6,33.3,5,3,0.35,27.3,13.4,NA,NA,NA,NA,NA,19.1,3.3,29,NA,NA,NA,1,4,11.4,11.5,3.5,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79,0.94,0.22,0,2.95,"N","Y",TRUE,"","TempControl_7psu"
"89","BJO_gen-41","C3","bb179d23","323_C3_BJO_gen-41_TempControl-21psu07/05/2024 08:24:10","02865EFA","7/5/2024 8:24:10",4,FALSE,0,40.5,NA,3.2,FALSE,"323","BJO","gen-41",323,"323_C3_BJO_gen-41_TempControl-21psu","yes","21psu","TempControl",4,40.5,6,3,0.4,0.3,24.8,7.5,NA,NA,NA,NA,33,6.8,43.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27,1.86,0,0,4.13,"N","Y",TRUE,"had rotten side shoot (kept for DNA, but not pictured)","TempControl_21psu"
"90","BJO_gen-42","C3","bdcd4b9f","334_C3_BJO_gen-42_TempControl-7psu07/05/2024 08:25:24","231E391F","7/5/2024 8:25:24",4,FALSE,0,32.2,NA,2.5,FALSE,"334","BJO","gen-42",334,"334_C3_BJO_gen-42_TempControl-7psu","","7psu","TempControl",4,32.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"91","BJO_gen-43","C3","d08541f6","342_C3_BJO_gen-43_TempControl-21psu07/05/2024 08:26:56","EF5A1CC4","7/5/2024 8:26:56",3,FALSE,0,35,NA,2.61,FALSE,"342","BJO","gen-43",342,"342_C3_BJO_gen-43_TempControl-21psu","yes","21psu","TempControl",3,35,5,3,0.3,20.4,6,NA,NA,NA,NA,NA,27.4,30.4,12.4,NA,NA,NA,1,1,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33,0.79,0.04,0,3.16,"N","Y",TRUE,"super baby leaf, too small to measure ; new shoot 1 has a hole on leaf1, growth to 4.9","TempControl_21psu"
"92","BJO_gen-44","C3","6df55c25","346_C3_BJO_gen-44_TempControl-7psu07/05/2024 08:29:17","636F230D","7/5/2024 8:29:17",3,FALSE,0,37.4,NA,2.52,FALSE,"346","BJO","gen-44",346,"346_C3_BJO_gen-44_TempControl-7psu","","7psu","TempControl",3,37.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"93","BJO_gen-45","C4","a48af012","354_C4_BJO_gen-45_TempControl-21psu07/05/2024 08:30:21","1E84C205","7/5/2024 8:30:21",4,FALSE,0,38,NA,2.64,FALSE,"354","BJO","gen-45",354,"354_C4_BJO_gen-45_TempControl-21psu","yes","21psu","TempControl",4,38,2,3,0.3,23.8,7.3,NA,NA,NA,NA,NA,19.6,23.6,0.1,NA,NA,NA,1,2,9.3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,0.68,0.06,0,2.47,"Y","Y",TRUE,"new shoot 1 has a hole on leaf2, growth to 6","TempControl_21psu"
"94","BJO_gen-46","C4","484b5629","366_C4_BJO_gen-46_TempControl-7psu07/05/2024 08:32:39","3CC9D199","7/5/2024 8:32:39",4,FALSE,0,28,NA,2.97,FALSE,"366","BJO","gen-46",366,"366_C4_BJO_gen-46_TempControl-7psu","yes","7psu","TempControl",4,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,17.8,9.1,17.7,14.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,0,0.32,0,1.72,"N","Y",TRUE,"main shoot was dead, side shoot still alive","TempControl_7psu"
"95","BJO_gen-47","C4","820000b6","371_C4_BJO_gen-47_TempControl-21psu07/05/2024 08:33:30","A6BD82D7","7/5/2024 8:33:30",4,FALSE,0,34.5,NA,2.22,FALSE,"371","BJO","gen-47",371,"371_C4_BJO_gen-47_TempControl-21psu","yes","21psu","TempControl",4,34.5,4,2,0.3,23.6,6.9,NA,NA,NA,NA,NA,13.7,32.1,NA,NA,NA,NA,1,2,8,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96,1.03,0.41,0,4.4,"Y","Y",TRUE,"new shoot 1 has a hole on leaf2, growth to 6.1 ; super baby leaf, too small to measure","TempControl_21psu"
"96","BJO_gen-48","C4","c9c7abb3","384_C4_BJO_gen-48_TempControl-7psu07/05/2024 08:35:18","8B9B9456","7/5/2024 8:35:18",4,FALSE,0,32.5,NA,2.04,FALSE,"384","BJO","gen-48",384,"384_C4_BJO_gen-48_TempControl-7psu","yes","7psu","TempControl",4,32.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"97","HOG_gen-01","A1","ac63592b","004_A1_HOG_gen-01_TempControl-21psu07/04/2024 08:58:36","A96C6176","7/4/2024 8:58:36",5,FALSE,0,37.5,NA,3.49,FALSE,"004","HOG","gen-01",4,"004_A1_HOG_gen-01_TempControl-21psu","yes","21psu","TempControl",5,37.5,5,3,0.3,5.2,15.6,NA,NA,NA,NA,NA,23.6,20.5,26,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92,1.1,0,0,4.02,"N","Y",TRUE,"new leaf coming in on old shoot","TempControl_21psu"
"98","HOG_gen-02","A1","3bd0d4a4","015_A1_HOG_gen-02_TempControl-7psu07/04/2024 09:02:31","DF59D6C9","7/4/2024 9:02:31",5,FALSE,0,33.2,NA,2.94,FALSE,"015","HOG","gen-02",15,"015_A1_HOG_gen-02_TempControl-7psu","","7psu","TempControl",5,33.2,4,2,0.3,23.6,14.8,NA,NA,NA,NA,NA,6.9,24.9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35,0.74,0,0,3.09,"N","Y",TRUE,"","TempControl_7psu"
"99","HOG_gen-03","A1","b8ab01a2","018_A1_HOG_gen-03_TempControl-21psu07/04/2024 09:03:41","732AA4DD","7/4/2024 9:03:41",5,FALSE,0,41.5,NA,2.22,FALSE,"018","HOG","gen-03",18,"018_A1_HOG_gen-03_TempControl-21psu","","21psu","TempControl",5,41.5,6,3,0.25,0.5,28.1,10.8,NA,NA,NA,NA,22.4,3.2,32.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89,0.99,0,0,2.88,"N","Y",TRUE,"","TempControl_21psu"
"100","HOG_gen-04","A1","8bfd8361","026_A1_HOG_gen-04_TempControl-7psu07/04/2024 09:05:08","F7FC6BA2","7/4/2024 9:05:08",5,FALSE,0,33.4,NA,4.74,FALSE,"026","HOG","gen-04",26,"026_A1_HOG_gen-04_TempControl-7psu","","7psu","TempControl",5,33.4,5,3,0.45,3.7,13.7,NA,NA,NA,NA,NA,25,8.2,22.4,NA,NA,NA,1,5,15.6,6.5,14.5,8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85,1.14,0.34,0,5.33,"N","Y",TRUE,"new shoot 1 has a hole on leaf4, growth to hole is 7.8","TempControl_7psu"
"101","HOG_gen-05","A2","fd9d514c","039_A2_HOG_gen-05_TempControl-21psu07/04/2024 09:06:35","26C61770","7/4/2024 9:06:35",9,TRUE,5,21.5,NA,3.49,FALSE,"039","HOG","gen-05",39,"039_A2_HOG_gen-05_TempControl-21psu","","21psu","TempControl",9,21.5,3,2,0.3,18.4,NA,NA,NA,NA,NA,NA,7.8,18.7,NA,NA,NA,NA,2,2,2.5,6.4,NA,NA,NA,NA,3,14.6,7.45,11.8,NA,NA,NA,NA,NA,NA,NA,NA,2.71,0.31,0.01,0.37,3.4,"N","Y",TRUE,"","TempControl_21psu"
"102","HOG_gen-06","A2","1b53867d","042_A2_HOG_gen-06_TempControl-7psu07/04/2024 09:09:52","A370BACA","7/4/2024 9:09:52",5,FALSE,0,27.6,NA,2.11,FALSE,"042","HOG","gen-06",42,"042_A2_HOG_gen-06_TempControl-7psu","yes","7psu","TempControl",5,27.6,4,4,0.2,NA,NA,NA,NA,NA,NA,NA,15.5,0.6,10.5,16.1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,1.9,0,0,3.94,"N","Y",TRUE,"hole on rotten leaf","TempControl_7psu"
"103","HOG_gen-07","A2","9c4a4189","049_A2_HOG_gen-07_TempControl-21psu07/04/2024 09:11:49","16F4F8C0","7/4/2024 9:11:49",5,FALSE,0,50,NA,3.52,FALSE,"049","HOG","gen-07",49,"049_A2_HOG_gen-07_TempControl-21psu","","21psu","TempControl",5,50,5,3,0.2,16,4.7,NA,NA,NA,NA,NA,31.2,11.4,36.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,1.11,0,0,3.03,"Y","Y",TRUE,"","TempControl_21psu"
"104","HOG_gen-08","A2","f476948d","062_A2_HOG_gen-08_TempControl-7psu07/04/2024 09:13:13","F9D4293C","7/4/2024 9:13:13",5,FALSE,0,51.5,NA,3.69,FALSE,"062","HOG","gen-08",62,"062_A2_HOG_gen-08_TempControl-7psu","yes","7psu","TempControl",5,51.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"105","HOG_gen-09","A3","f4bc3a9f","067_A3_HOG_gen-09_TempWarm-16psu07/04/2024 09:14:42","F8EE1E70","7/4/2024 9:14:42",5,FALSE,0,37.5,NA,3.04,FALSE,"067","HOG","gen-09",67,"067_A3_HOG_gen-09_TempWarm-16psu","","16psu","TempWarm",5,37.5,3,2,0.3,18.4,NA,NA,NA,NA,NA,NA,15.5,2.4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,0.34,0,0,2.24,"N","Y",TRUE,"","TempWarm_16psu"
"106","HOG_gen-10","A3","7f92a3fb","080_A3_HOG_gen-10_TempWarm-5psu07/04/2024 09:15:58","9F841C1E","7/4/2024 9:15:58",5,FALSE,0,45.2,NA,3.03,FALSE,"080","HOG","gen-10",80,"080_A3_HOG_gen-10_TempWarm-5psu","yes","5psu","TempWarm",5,45.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"107","HOG_gen-11","A3","b1508a9d","085_A3_HOG_gen-11_TempWarm-16psu07/04/2024 09:16:57","BBD91F67","7/4/2024 9:16:57",7,FALSE,0,43.6,NA,5.05,FALSE,"085","HOG","gen-11",85,"085_A3_HOG_gen-11_TempWarm-16psu","","16psu","TempWarm",7,43.6,5,3,0.35,3.5,18.8,NA,NA,NA,NA,NA,29.4,18.1,2.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58,0.45,0,0,2.03,"Y","Y",TRUE,"","TempWarm_16psu"
"108","HOG_gen-12","A3","b164564f","089_A3_HOG_gen-12_TempWarm-5psu07/04/2024 09:19:05","C32A3CFE","7/4/2024 9:19:05",5,FALSE,0,32.5,NA,3.47,FALSE,"089","HOG","gen-12",89,"089_A3_HOG_gen-12_TempWarm-5psu","absolutely yes","5psu","TempWarm",5,32.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"109","HOG_gen-13","A4","dd64f117","097_A4_HOG_gen-13_TempWarm-16psu07/04/2024 09:20:22","11412828","7/4/2024 9:20:22",6,FALSE,0,31.3,NA,3.98,FALSE,"097","HOG","gen-13",97,"097_A4_HOG_gen-13_TempWarm-16psu","","16psu","TempWarm",6,31.3,4,3,0.3,16.5,NA,NA,NA,NA,NA,NA,21.2,7.2,26.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61,0.7,0,0,2.31,"N","Y",TRUE,"","TempWarm_16psu"
"110","HOG_gen-14","A4","39520353","112_A4_HOG_gen-14_TempWarm-5psu07/04/2024 09:21:55","80CA0C0B","7/4/2024 9:21:55",5,FALSE,0,41.5,NA,4.54,FALSE,"112","HOG","gen-14",112,"112_A4_HOG_gen-14_TempWarm-5psu","","5psu","TempWarm",5,41.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"111","HOG_gen-15","A4","ef34e990","117_A4_HOG_gen-15_TempWarm-16psu07/04/2024 09:23:10","E2F8E7D9","7/4/2024 9:23:10",6,FALSE,0,32.6,NA,2.34,FALSE,"117","HOG","gen-15",117,"117_A4_HOG_gen-15_TempWarm-16psu","","16psu","TempWarm",6,32.6,4,3,0.3,16.9,NA,NA,NA,NA,NA,NA,32.9,6.9,23.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,0.66,0,0,1.63,"N","Y",TRUE,"","TempWarm_16psu"
"112","HOG_gen-16","A4","fb5643f0","124_A4_HOG_gen-16_TempWarm-5psu07/04/2024 09:24:33","BF77D16E","7/4/2024 9:24:33",5,FALSE,0,51.3,NA,4.66,FALSE,"124","HOG","gen-16",124,"124_A4_HOG_gen-16_TempWarm-5psu","","5psu","TempWarm",5,51.3,4,2,0.35,24,10.2,NA,NA,NA,NA,NA,25.5,8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37,0.97,0,0,2.34,"N","Y",TRUE,"starting to rot from meristem","TempWarm_5psu"
"113","HOG_gen-17","B1","76285cd1","130_B1_HOG_gen-17_TempWarm-16psu07/04/2024 09:26:08","66568068","7/4/2024 9:26:08",5,FALSE,0,37.5,NA,2.51,FALSE,"130","HOG","gen-17",130,"130_B1_HOG_gen-17_TempWarm-16psu","","16psu","TempWarm",5,37.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_16psu"
"114","HOG_gen-18","B1","75fd7144","144_B1_HOG_gen-18_TempWarm-5psu07/04/2024 09:27:27","938BA6B1","7/4/2024 9:27:27",5,FALSE,0,31.3,NA,2.92,FALSE,"144","HOG","gen-18",144,"144_B1_HOG_gen-18_TempWarm-5psu","","5psu","TempWarm",5,31.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"115","HOG_gen-19","B1","588912cf","151_B1_HOG_gen-19_TempWarm-16psu07/04/2024 09:29:50","BF734F02","7/4/2024 9:29:50",5,FALSE,0,42,NA,3.5,FALSE,"151","HOG","gen-19",151,"151_B1_HOG_gen-19_TempWarm-16psu","","16psu","TempWarm",5,42,4,3,0.3,21.6,NA,NA,NA,NA,NA,NA,23.6,8.4,32.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74,0.87,0,0,2.61,"N","Y",TRUE,"","TempWarm_16psu"
"116","HOG_gen-20","B1","79b500a2","156_B1_HOG_gen-20_TempWarm-5psu07/04/2024 09:31:25","DDB212F0","7/4/2024 9:31:25",5,FALSE,0,43.3,NA,3.61,FALSE,"156","HOG","gen-20",156,"156_B1_HOG_gen-20_TempWarm-5psu","","5psu","TempWarm",5,43.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"117","HOG_gen-21","B2","b628ecfe","162_B2_HOG_gen-21_TempWarm-16psu07/04/2024 09:33:17","0B2ED587","7/4/2024 9:33:17",5,FALSE,0,49,NA,2.66,FALSE,"162","HOG","gen-21",162,"162_B2_HOG_gen-21_TempWarm-16psu","","16psu","TempWarm",5,49,4,3,0.2,12.1,NA,NA,NA,NA,NA,NA,17.4,2.5,10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,0.39,0,0,1.84,"N","Y",TRUE,"","TempWarm_16psu"
"118","HOG_gen-22","B2","d97c8e19","176_B2_HOG_gen-22_TempWarm-5psu07/04/2024 09:34:30","BE6E1917","7/4/2024 9:34:30",5,FALSE,0,33.7,NA,4.17,FALSE,"176","HOG","gen-22",176,"176_B2_HOG_gen-22_TempWarm-5psu","","5psu","TempWarm",5,33.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"119","HOG_gen-23","B2","fdafa327","178_B2_HOG_gen-23_TempWarm-16psu07/04/2024 09:35:54","AAABBD75","7/4/2024 9:35:54",5,FALSE,0,19.4,NA,1.89,FALSE,"178","HOG","gen-23",178,"178_B2_HOG_gen-23_TempWarm-16psu","yes","16psu","TempWarm",5,19.4,3,2,0.3,17.7,NA,NA,NA,NA,NA,NA,5.6,15.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,0.3,0,0,1.96,"N","Y",TRUE,"","TempWarm_16psu"
"120","HOG_gen-24","B2","fa0e7eb9","191_B2_HOG_gen-24_TempWarm-5psu07/04/2024 09:37:04","EAA1AF92","7/4/2024 9:37:04",6,FALSE,0,29.5,NA,2.53,FALSE,"191","HOG","gen-24",191,"191_B2_HOG_gen-24_TempWarm-5psu","","5psu","TempWarm",5,33.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"121","HOG_gen-25","B3","6116b157","199_B3_HOG_gen-25_TempWarm-16psu07/05/2024 08:47:07","5B21EB07","7/5/2024 8:47:07",6,FALSE,0,71.7,NA,8.23,FALSE,"199","HOG","gen-25",199,"199_B3_HOG_gen-25_TempWarm-16psu","","16psu","TempWarm",6,71.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_16psu"
"122","HOG_gen-26","B3","c13cd3ac","204_B3_HOG_gen-26_TempWarm-5psu07/05/2024 08:49:46","9A9B9D3E","7/5/2024 8:49:46",5,FALSE,0,53,NA,3.53,FALSE,"204","HOG","gen-26",204,"204_B3_HOG_gen-26_TempWarm-5psu","","5psu","TempWarm",5,53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"123","HOG_gen-27","B3","bdb46d7d","211_B3_HOG_gen-27_TempWarm-16psu07/05/2024 08:51:43","2AE84501","7/5/2024 8:51:43",5,FALSE,0,36.5,NA,2.78,FALSE,"211","HOG","gen-27",211,"211_B3_HOG_gen-27_TempWarm-16psu","yes","16psu","TempWarm",5,36.5,4,4,0.3,NA,NA,NA,NA,NA,NA,NA,10.6,5.6,13.8,0.7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,0.29,0,0,1.96,"N","Y",TRUE,"","TempWarm_16psu"
"124","HOG_gen-28","B3","e5251a33","220_B3_HOG_gen-28_TempWarm-5psu07/05/2024 08:52:54","7D0D2FF6","7/5/2024 8:52:54",4,FALSE,0,65.5,NA,3.27,FALSE,"220","HOG","gen-28",220,"220_B3_HOG_gen-28_TempWarm-5psu","","5psu","TempWarm",4,65.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"125","HOG_gen-29","B4","ddd67217","226_B4_HOG_gen-29_TempWarm-16psu07/05/2024 08:54:10","213E07AA","7/5/2024 8:54:10",5,FALSE,0,58.5,NA,4.86,FALSE,"226","HOG","gen-29",226,"226_B4_HOG_gen-29_TempWarm-16psu","","16psu","TempWarm",5,58.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_16psu"
"126","HOG_gen-30","B4","9545a634","240_B4_HOG_gen-30_TempWarm-5psu07/05/2024 08:55:09","AD260483","7/5/2024 8:55:09",4,FALSE,0,39.2,NA,2.56,FALSE,"240","HOG","gen-30",240,"240_B4_HOG_gen-30_TempWarm-5psu","","5psu","TempWarm",4,39.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
