"DNA_label","new_label","pop","genet","bagnum","tank_ID","sal_full","temp_full","trt","nbr_leaves_start","sideShoot","nbr_sideShootLeaves_start","length_longest_leaf_start","weight_start","IsBlackLesions_start","nbr_leaves_end","nbr_new_leaves","width_leaf","Growth_leaf1","Growth_leaf2","Growth_leaf3","Growth_leaf4","Growth_leaf5","Growth_leaf6","Growth_leaf7","Length_new_leaf1","Length_new_leaf2","Length_new_leaf3","Length_new_leaf4","Length_new_leaf5","Length_new_leaf6","Nbr_new_shoots","Nbr_leaves_new_shoot1","Length_new_shoot1_leaf1","Length_new_shoot1_leaf2","Length_new_shoot1_leaf3","Length_new_shoot1_leaf4","Length_new_shoot1_leaf5","Length_new_shoot1_leaf6","Nbr_leaves_new_shoot2","Length_new_shoot2_leaf1","Length_new_shoot2_leaf2","Length_new_shoot2_leaf3","Length_new_shoot2_leaf4","Length_new_shoot2_leaf5","below_ground_weight","above_ground_weight","weight_new_shoot1","weight_new_shoot2","total_weight","lesions.","isAlive","Length_flower1","Length_bract1","pop_trt"
"HOR_gen-31","242_B4_HOR_gen-31_TempWarm-16psu","HOR","gen-31",242,"B4","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,36.7,2.26,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOR_TempWarm_16psu"
"HOR_gen-32","256_B4_HOR_gen-32_TempWarm-5psu","HOR","gen-32",256,"B4","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,25.8,2.03,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOR_TempWarm_5psu"
"HOR_gen-33","260_C1_HOR_gen-33_TempControl-21psu","HOR","gen-33",260,"C1","21psu","TempControl","TempControl_21psu",4,FALSE,0,34.5,2.57,FALSE,5,4,0.3,6.8,NA,NA,NA,NA,NA,NA,27.1,23.5,17.1,29.6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02,1.24,0,0,3.26,"Y",1,NA,NA,"HOR_TempControl_21psu"
"HOR_gen-34","270_C1_HOR_gen-34_TempControl-7psu","HOR","gen-34",270,"C1","7psu","TempControl","TempControl_7psu",5,FALSE,0,33,2.46,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOR_TempControl_7psu"
"HOR_gen-35","275_C1_HOR_gen-35_TempControl-21psu","HOR","gen-35",275,"C1","21psu","TempControl","TempControl_21psu",4,FALSE,0,29,1.99,FALSE,4,2,0.4,17.3,6.4,NA,NA,NA,NA,NA,9.1,27.1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,0.52,0,0,1.87,"N",1,NA,NA,"HOR_TempControl_21psu"
"HOR_gen-36","287_C1_HOR_gen-36_TempControl-7psu","HOR","gen-36",287,"C1","7psu","TempControl","TempControl_7psu",4,FALSE,0,45.8,2.38,FALSE,4,3,0.3,13.7,NA,NA,NA,NA,NA,NA,16.3,4.1,12.8,NA,NA,NA,2,1,1.6,NA,NA,NA,NA,NA,5,14,11.9,2.2,18,11.9,1.12,0.45,0.01,0.22,1.8,"N",1,NA,NA,"HOR_TempControl_7psu"
"HOR_gen-37","293_C2_HOR_gen-37_TempControl-21psu","HOR","gen-37",293,"C2","21psu","TempControl","TempControl_21psu",5,FALSE,0,30.6,1.82,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOR_TempControl_21psu"
"HOR_gen-38","299_C2_HOR_gen-38_TempControl-7psu","HOR","gen-38",299,"C2","7psu","TempControl","TempControl_7psu",5,FALSE,0,37.7,2.32,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOR_TempControl_7psu"
"HOR_gen-39","312_C2_HOR_gen-39_TempControl-21psu","HOR","gen-39",312,"C2","21psu","TempControl","TempControl_21psu",5,FALSE,0,34.8,1.98,FALSE,5,3,0.2,1.9,11,NA,NA,NA,NA,NA,13.3,9.1,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.83,0,0,2.03,"Y",1,NA,NA,"HOR_TempControl_21psu"
"HOR_gen-40","319_C2_HOR_gen-40_TempControl-7psu","HOR","gen-40",319,"C2","7psu","TempControl","TempControl_7psu",5,FALSE,0,48,2.54,FALSE,5,3,0.3,15.4,12.4,NA,NA,NA,NA,NA,19.9,2,26.9,NA,NA,NA,1,4,10.2,8.6,8.2,0.9,NA,NA,NA,NA,NA,NA,NA,NA,1.08,0.96,0.09,0,2.13,"N",1,NA,NA,"HOR_TempControl_7psu"
"HOR_gen-41","328_C3_HOR_gen-41_TempControl-21psu","HOR","gen-41",328,"C3","21psu","TempControl","TempControl_21psu",5,FALSE,0,37.8,2.01,FALSE,5,3,0.3,15.5,3,NA,NA,NA,NA,NA,30.2,13.2,33,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,0.9,0,0,2.36,"N",1,NA,NA,"HOR_TempControl_21psu"
"HOR_gen-42","336_C3_HOR_gen-42_TempControl-7psu","HOR","gen-42",336,"C3","7psu","TempControl","TempControl_7psu",4,FALSE,0,37,2.05,FALSE,3,3,0.2,NA,NA,NA,NA,NA,NA,NA,22.6,7.8,19.4,NA,NA,NA,1,4,13.9,15.2,13.1,13.2,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.32,0.23,0,1.58,"N",1,NA,NA,"HOR_TempControl_7psu"
"HOR_gen-43","341_C3_HOR_gen-43_TempControl-21psu","HOR","gen-43",341,"C3","21psu","TempControl","TempControl_21psu",4,FALSE,0,37.9,1.93,FALSE,5,2,0.3,0.8,23,7,NA,NA,NA,NA,10.5,22.9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37,0.71,0,0,2.08,"N",1,NA,NA,"HOR_TempControl_21psu"
"HOR_gen-44","349_C3_HOR_gen-44_TempControl-7psu","HOR","gen-44",349,"C3","7psu","TempControl","TempControl_7psu",4,FALSE,0,38.2,2.26,FALSE,4,3,0.3,15.2,NA,NA,NA,NA,NA,NA,24.4,2.5,18.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,0.53,0,0,1.81,"N",1,NA,NA,"HOR_TempControl_7psu"
"HOR_gen-45","355_C4_HOR_gen-45_TempControl-21psu","HOR","gen-45",355,"C4","21psu","TempControl","TempControl_21psu",4,FALSE,0,28.4,1.78,FALSE,4,2,0.3,23.5,7.4,NA,NA,NA,NA,NA,16.3,30.3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47,0.72,0,0,2.19,"N",1,NA,NA,"HOR_TempControl_21psu"
"HOR_gen-46","368_C4_HOR_gen-46_TempControl-7psu","HOR","gen-46",368,"C4","7psu","TempControl","TempControl_7psu",4,FALSE,0,59.8,3.2,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOR_TempControl_7psu"
"HOR_gen-47","370_C4_HOR_gen-47_TempControl-21psu","HOR","gen-47",370,"C4","21psu","TempControl","TempControl_21psu",5,FALSE,0,25.7,1.89,TRUE,6,3,0.3,0.3,21.2,10.3,NA,NA,NA,NA,18,2,28.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36,0.77,0,0,2.13,"N",1,NA,NA,"HOR_TempControl_21psu"
"HOR_gen-48","381_C4_HOR_gen-48_TempControl-7psu","HOR","gen-48",381,"C4","7psu","TempControl","TempControl_7psu",5,FALSE,0,45.5,2.86,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOR_TempControl_7psu"
"KAL_gen-01","007_A1_KAL_gen-01_TempControl-21psu","KAL","gen-01",7,"A1","21psu","TempControl","TempControl_21psu",5,FALSE,0,56.7,3.49,FALSE,5,3,0.3,10,34.5,NA,NA,NA,NA,NA,53.8,23,48,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11,1.63,0,0,4.74,"N",1,NA,NA,"KAL_TempControl_21psu"
"KAL_gen-02","009_A1_KAL_gen-02_TempControl-7psu","KAL","gen-02",9,"A1","7psu","TempControl","TempControl_7psu",5,FALSE,0,55.1,3.16,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KAL_TempControl_7psu"
"KAL_gen-03","022_A1_KAL_gen-03_TempControl-21psu","KAL","gen-03",22,"A1","21psu","TempControl","TempControl_21psu",4,FALSE,0,51.8,2.79,FALSE,6,4,0.4,2.1,15,NA,NA,NA,NA,NA,32.9,16.7,31.4,1.7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,1.3,0,0,2.71,"N",1,NA,NA,"KAL_TempControl_21psu"
"KAL_gen-04","030_A1_KAL_gen-04_TempControl-7psu","KAL","gen-04",30,"A1","7psu","TempControl","TempControl_7psu",5,FALSE,0,67.9,3.05,FALSE,2,0,0.35,1,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.8,0,0,1.7,"N",0,NA,NA,"KAL_TempControl_7psu"
"KAL_gen-05","037_A2_KAL_gen-05_TempControl-21psu","KAL","gen-05",37,"A2","21psu","TempControl","TempControl_21psu",6,FALSE,0,69.1,4.66,FALSE,6,3,0.4,5,55.3,26,NA,NA,NA,NA,9.6,38.3,54.9,8.6,NA,NA,1,4,12.6,15.7,4.8,14,NA,NA,NA,NA,NA,NA,NA,NA,2.02,2.46,0.2,0,4.68,"N",1,NA,NA,"KAL_TempControl_21psu"
"KAL_gen-06","047_A2_KAL_gen-06_TempControl-7psu","KAL","gen-06",47,"A2","7psu","TempControl","TempControl_7psu",4,FALSE,0,65.8,3.73,FALSE,5,3,0.45,36,13,NA,NA,NA,NA,NA,30.6,6.7,45.6,NA,NA,NA,1,3,11.7,4.2,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45,1.13,0.7,0,4.28,"N",1,NA,NA,"KAL_TempControl_7psu"
"KAL_gen-07","052_A2_KAL_gen-07_TempControl-21psu","KAL","gen-07",52,"A2","21psu","TempControl","TempControl_21psu",5,FALSE,0,62.2,3.23,FALSE,5,3,0.4,28.2,50.8,NA,NA,NA,NA,NA,36.2,8.6,6.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48,1.17,0,0,2.65,"N",1,NA,NA,"KAL_TempControl_21psu"
"KAL_gen-08","059_A2_KAL_gen-08_TempControl-7psu","KAL","gen-08",59,"A2","7psu","TempControl","TempControl_7psu",5,FALSE,0,50.8,2.12,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KAL_TempControl_7psu"
"KAL_gen-09","066_A3_KAL_gen-09_TempWarm-16psu","KAL","gen-09",66,"A3","16psu","TempWarm","TempWarm_16psu",6,FALSE,0,56.5,2.94,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KAL_TempWarm_16psu"
"KAL_gen-10","073_A3_KAL_gen-10_TempWarm-5psu","KAL","gen-10",73,"A3","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,78,4.45,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KAL_TempWarm_5psu"
"KAL_gen-11","081_A3_KAL_gen-11_TempWarm-16psu","KAL","gen-11",81,"A3","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,58.3,2.89,FALSE,5,3,0.5,9.5,29.5,NA,NA,NA,NA,NA,39.8,5.9,24.3,NA,NA,NA,1,2,2.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,1.4,0,0,2.64,"N",1,NA,NA,"KAL_TempWarm_16psu"
"KAL_gen-12","093_A3_KAL_gen-12_TempWarm-5psu","KAL","gen-12",93,"A3","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,46.7,2.5,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KAL_TempWarm_5psu"
"KAL_gen-13","103_A4_KAL_gen-13_TempWarm-16psu","KAL","gen-13",103,"A4","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,53,2.91,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KAL_TempWarm_16psu"
"KAL_gen-14","105_A4_KAL_gen-14_TempWarm-5psu","KAL","gen-14",105,"A4","5psu","TempWarm","TempWarm_5psu",3,FALSE,0,35.5,2.13,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KAL_TempWarm_5psu"
"KAL_gen-15","113_A4_KAL_gen-15_TempWarm-16psu","KAL","gen-15",113,"A4","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,35.5,1.5,FALSE,5,2,0.3,35.1,13.9,NA,NA,NA,NA,NA,20.1,34.1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.8,0,0,1.47,"N",1,NA,NA,"KAL_TempWarm_16psu"
"KAL_gen-16","126_A4_KAL_gen-16_TempWarm-5psu","KAL","gen-16",126,"A4","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,78.8,3.88,FALSE,4,2,0.4,20.2,NA,NA,NA,NA,NA,NA,27.5,13.7,1.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,0.54,0,0,1.63,"N",1,NA,NA,"KAL_TempWarm_5psu"
"KAL_gen-17","134_B1_KAL_gen-17_TempWarm-16psu","KAL","gen-17",134,"B1","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,73.8,4.28,FALSE,5,3,0.4,12.6,37.7,NA,NA,NA,NA,NA,45,7.1,29.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,1.22,0,0,2.95,"N",1,NA,NA,"KAL_TempWarm_16psu"
"KAL_gen-18","137_B1_KAL_gen-18_TempWarm-5psu","KAL","gen-18",137,"B1","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,42.5,2.46,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KAL_TempWarm_5psu"
"KAL_gen-19","148_B1_KAL_gen-19_TempWarm-16psu","KAL","gen-19",148,"B1","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,81.6,3.84,FALSE,6,3,0.35,5.2,25,36,NA,NA,NA,NA,40.6,20,1.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,1.65,0,0,2.83,"N",1,NA,NA,"KAL_TempWarm_16psu"
"KAL_gen-20","159_B1_KAL_gen-20_TempWarm-5psu","KAL","gen-20",159,"B1","5psu","TempWarm","TempWarm_5psu",4,FALSE,0,58,2.83,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KAL_TempWarm_5psu"
"KAL_gen-21","164_B2_KAL_gen-21_TempWarm-16psu","KAL","gen-21",164,"B2","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,51.5,2.15,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KAL_TempWarm_16psu"
"KAL_gen-22","169_B2_KAL_gen-22_TempWarm-5psu","KAL","gen-22",169,"B2","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,51.4,3.02,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KAL_TempWarm_5psu"
"KAL_gen-23","177_B2_KAL_gen-23_TempWarm-16psu","KAL","gen-23",177,"B2","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,46,2.09,FALSE,4,1,0.4,2,NA,NA,NA,NA,NA,NA,30.2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,0.62,0,0,1.79,"N",1,NA,NA,"KAL_TempWarm_16psu"
"KAL_gen-24","187_B2_KAL_gen-24_TempWarm-5psu","KAL","gen-24",187,"B2","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,66.9,4.1,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KAL_TempWarm_5psu"
"KAL_gen-25","196_B3_KAL_gen-25_TempWarm-16psu","KAL","gen-25",196,"B3","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,52.5,2.87,FALSE,4,2,0.4,7.6,35,NA,NA,NA,NA,NA,37.9,12.8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26,0.95,0,0,2.21,"Y",1,NA,NA,"KAL_TempWarm_16psu"
"KAL_gen-26","206_B3_KAL_gen-26_TempWarm-5psu","KAL","gen-26",206,"B3","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,53.5,2.36,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KAL_TempWarm_5psu"
"KAL_gen-27","214_B3_KAL_gen-27_TempWarm-16psu","KAL","gen-27",214,"B3","16psu","TempWarm","TempWarm_16psu",6,FALSE,0,59,3.4,FALSE,5,3,0.4,22,36.5,NA,NA,NA,NA,NA,33,13.5,0.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77,1.19,0,0,3.96,"N",1,NA,NA,"KAL_TempWarm_16psu"
"KAL_gen-28","221_B3_KAL_gen-28_TempWarm-5psu","KAL","gen-28",221,"B3","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,35.3,1.69,FALSE,5,3,0.35,24.4,12.1,NA,NA,NA,NA,NA,9.3,23.1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,0.87,0,0,2.01,"N",1,NA,NA,"KAL_TempWarm_5psu"
"KAL_gen-29","232_B4_KAL_gen-29_TempWarm-16psu","KAL","gen-29",232,"B4","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,69.7,4.31,FALSE,4,2,0.4,33.3,13.4,NA,NA,NA,NA,NA,19.5,40.3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,1.26,0,0,2.81,"N",1,NA,NA,"KAL_TempWarm_16psu"
"KAL_gen-30","238_B4_KAL_gen-30_TempWarm-5psu","KAL","gen-30",238,"B4","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,49.7,2.4,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KAL_TempWarm_5psu"
"KAL_gen-31","241_B4_KAL_gen-31_TempWarm-16psu","KAL","gen-31",241,"B4","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,44.8,2.24,FALSE,5,3,0.3,13.5,32,NA,NA,NA,NA,NA,38.5,21.6,1.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,0.97,0,0,2.03,"Y",1,NA,NA,"KAL_TempWarm_16psu"
"KAL_gen-32","255_B4_KAL_gen-32_TempWarm-5psu","KAL","gen-32",255,"B4","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,45.9,2.1,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KAL_TempWarm_5psu"
"KAL_gen-33","259_C1_KAL_gen-33_TempControl-21psu","KAL","gen-33",259,"C1","21psu","TempControl","TempControl_21psu",4,FALSE,0,62.2,2.84,FALSE,5,3,0.45,2.1,15.3,NA,NA,NA,NA,NA,36.9,33,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34,1.33,0,0,2.67,"Y",1,NA,NA,"KAL_TempControl_21psu"
"KAL_gen-34","272_C1_KAL_gen-34_TempControl-7psu","KAL","gen-34",272,"C1","7psu","TempControl","TempControl_7psu",5,FALSE,0,49.7,3.07,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KAL_TempControl_7psu"
"KAL_gen-35","279_C1_KAL_gen-35_TempControl-21psu","KAL","gen-35",279,"C1","21psu","TempControl","TempControl_21psu",4,FALSE,0,67.9,4.47,TRUE,5,3,0.45,35,9.6,NA,NA,NA,NA,NA,29.4,7.9,39.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,1.56,0,0,3.21,"N",1,NA,NA,"KAL_TempControl_21psu"
"KAL_gen-36","282_C1_KAL_gen-36_TempControl-7psu","KAL","gen-36",282,"C1","7psu","TempControl","TempControl_7psu",4,FALSE,0,50.5,3.31,TRUE,5,3,0.4,13.8,28.1,NA,NA,NA,NA,NA,31.3,26.1,7.3,NA,NA,NA,1,4,12.5,10.9,9.9,3.7,NA,NA,NA,NA,NA,NA,NA,NA,1.63,0.88,0.14,0,2.65,"N",1,NA,NA,"KAL_TempControl_7psu"
"KAL_gen-37","296_C2_KAL_gen-37_TempControl-21psu","KAL","gen-37",296,"C2","21psu","TempControl","TempControl_21psu",5,FALSE,0,48,3.15,FALSE,5,3,0.4,18.2,6.7,NA,NA,NA,NA,NA,22.4,7.5,29.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,0.73,0,0,2.36,"N",1,NA,NA,"KAL_TempControl_21psu"
"KAL_gen-38","304_C2_KAL_gen-38_TempControl-7psu","KAL","gen-38",304,"C2","7psu","TempControl","TempControl_7psu",4,FALSE,0,46.5,2.17,FALSE,5,4,0.4,19.6,NA,NA,NA,NA,NA,NA,31,15.7,31,0.7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57,0.79,0,0,2.36,"N",1,NA,NA,"KAL_TempControl_7psu"
"KAL_gen-39","310_C2_KAL_gen-39_TempControl-21psu","KAL","gen-39",310,"C2","21psu","TempControl","TempControl_21psu",4,FALSE,0,12.8,0.99,FALSE,4,3,0.2,6.9,NA,NA,NA,NA,NA,NA,14.9,7.4,15.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.3,0,0,0.73,"N",1,NA,NA,"KAL_TempControl_21psu"
"KAL_gen-40","314_C2_KAL_gen-40_TempControl-7psu","KAL","gen-40",314,"C2","7psu","TempControl","TempControl_7psu",5,FALSE,0,58.5,4.59,TRUE,5,5,0.4,NA,NA,NA,NA,NA,NA,NA,33.6,1,12.6,32.2,7.9,NA,2,1,8.8,NA,NA,NA,NA,NA,3,16.8,9.3,16.4,NA,NA,3.61,1.52,0.06,0.29,5.48,"N",1,NA,NA,"KAL_TempControl_7psu"
"KAL_gen-41","324_C3_KAL_gen-41_TempControl-21psu","KAL","gen-41",324,"C3","21psu","TempControl","TempControl_21psu",5,FALSE,0,55.2,4.65,FALSE,5,3,0.45,4.6,9.3,NA,NA,NA,NA,NA,9.1,2.9,NA,NA,NA,NA,1,6,3.7,10.2,18.5,9.9,17.1,1.5,NA,NA,NA,NA,NA,NA,2.92,0.99,0.38,0,4.29,"N",1,NA,NA,"KAL_TempControl_21psu"
"KAL_gen-42","335_C3_KAL_gen-42_TempControl-7psu","KAL","gen-42",335,"C3","7psu","TempControl","TempControl_7psu",4,FALSE,0,45,1.99,FALSE,6,4,0.4,31,12.8,NA,NA,NA,NA,NA,38.1,19.1,37.4,1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,1.58,0,0,2.96,"N",1,NA,NA,"KAL_TempControl_7psu"
"KAL_gen-43","337_C3_KAL_gen-43_TempControl-21psu","KAL","gen-43",337,"C3","21psu","TempControl","TempControl_21psu",4,FALSE,0,44,1.81,FALSE,5,4,0.35,15.3,NA,NA,NA,NA,NA,NA,38.2,38.1,5.6,36.3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,0.92,0,0,2.3,"N",1,NA,NA,"KAL_TempControl_21psu"
