"DNA_label","new_label","pop","genet","bagnum","tank_ID","sal_full","temp_full","trt","nbr_leaves_start","sideShoot","nbr_sideShootLeaves_start","length_longest_leaf_start","weight_start","IsBlackLesions_start","nbr_leaves_end","nbr_new_leaves","width_leaf","Growth_leaf1","Growth_leaf2","Growth_leaf3","Growth_leaf4","Growth_leaf5","Growth_leaf6","Growth_leaf7","Length_new_leaf1","Length_new_leaf2","Length_new_leaf3","Length_new_leaf4","Length_new_leaf5","Length_new_leaf6","Nbr_new_shoots","Nbr_leaves_new_shoot1","Length_new_shoot1_leaf1","Length_new_shoot1_leaf2","Length_new_shoot1_leaf3","Length_new_shoot1_leaf4","Length_new_shoot1_leaf5","Length_new_shoot1_leaf6","Nbr_leaves_new_shoot2","Length_new_shoot2_leaf1","Length_new_shoot2_leaf2","Length_new_shoot2_leaf3","Length_new_shoot2_leaf4","Length_new_shoot2_leaf5","below_ground_weight","above_ground_weight","weight_new_shoot1","weight_new_shoot2","total_weight","lesions.","isAlive","Length_flower1","Length_bract1","pop_trt"
"HOG_gen-17","130_B1_HOG_gen-17_TempWarm-16psu","HOG","gen-17",130,"B1","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,37.5,2.51,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOG_TempWarm_16psu"
"HOG_gen-18","144_B1_HOG_gen-18_TempWarm-5psu","HOG","gen-18",144,"B1","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,31.3,2.92,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOG_TempWarm_5psu"
"HOG_gen-19","151_B1_HOG_gen-19_TempWarm-16psu","HOG","gen-19",151,"B1","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,42,3.5,FALSE,4,3,0.3,21.6,NA,NA,NA,NA,NA,NA,23.6,8.4,32.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74,0.87,0,0,2.61,"N",1,NA,NA,"HOG_TempWarm_16psu"
"HOG_gen-20","156_B1_HOG_gen-20_TempWarm-5psu","HOG","gen-20",156,"B1","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,43.3,3.61,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOG_TempWarm_5psu"
"HOG_gen-21","162_B2_HOG_gen-21_TempWarm-16psu","HOG","gen-21",162,"B2","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,49,2.66,FALSE,4,3,0.2,12.1,NA,NA,NA,NA,NA,NA,17.4,2.5,10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,0.39,0,0,1.84,"N",1,NA,NA,"HOG_TempWarm_16psu"
"HOG_gen-22","176_B2_HOG_gen-22_TempWarm-5psu","HOG","gen-22",176,"B2","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,33.7,4.17,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOG_TempWarm_5psu"
"HOG_gen-23","178_B2_HOG_gen-23_TempWarm-16psu","HOG","gen-23",178,"B2","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,19.4,1.89,FALSE,3,2,0.3,17.7,NA,NA,NA,NA,NA,NA,5.6,15.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,0.3,0,0,1.96,"N",1,NA,NA,"HOG_TempWarm_16psu"
"HOG_gen-24","191_B2_HOG_gen-24_TempWarm-5psu","HOG","gen-24",191,"B2","5psu","TempWarm","TempWarm_5psu",6,FALSE,0,29.5,2.53,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOG_TempWarm_5psu"
"HOG_gen-25","199_B3_HOG_gen-25_TempWarm-16psu","HOG","gen-25",199,"B3","16psu","TempWarm","TempWarm_16psu",6,FALSE,0,71.7,8.23,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOG_TempWarm_16psu"
"HOG_gen-26","204_B3_HOG_gen-26_TempWarm-5psu","HOG","gen-26",204,"B3","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,53,3.53,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOG_TempWarm_5psu"
"HOG_gen-27","211_B3_HOG_gen-27_TempWarm-16psu","HOG","gen-27",211,"B3","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,36.5,2.78,FALSE,4,4,0.3,NA,NA,NA,NA,NA,NA,NA,10.6,5.6,13.8,0.7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,0.29,0,0,1.96,"N",1,NA,NA,"HOG_TempWarm_16psu"
"HOG_gen-28","220_B3_HOG_gen-28_TempWarm-5psu","HOG","gen-28",220,"B3","5psu","TempWarm","TempWarm_5psu",4,FALSE,0,65.5,3.27,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOG_TempWarm_5psu"
"HOG_gen-29","226_B4_HOG_gen-29_TempWarm-16psu","HOG","gen-29",226,"B4","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,58.5,4.86,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOG_TempWarm_16psu"
"HOG_gen-30","240_B4_HOG_gen-30_TempWarm-5psu","HOG","gen-30",240,"B4","5psu","TempWarm","TempWarm_5psu",4,FALSE,0,39.2,2.56,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOG_TempWarm_5psu"
"HOG_gen-31","246_B4_HOG_gen-31_TempWarm-16psu","HOG","gen-31",246,"B4","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,33,1.96,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOG_TempWarm_16psu"
"HOG_gen-32","250_B4_HOG_gen-32_TempWarm-5psu","HOG","gen-32",250,"B4","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,31.5,1.96,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOG_TempWarm_5psu"
"HOG_gen-33","264_C1_HOG_gen-33_TempControl-21psu","HOG","gen-33",264,"C1","21psu","TempControl","TempControl_21psu",5,FALSE,0,63.2,5.44,TRUE,5,5,0.2,NA,NA,NA,NA,NA,NA,NA,1.1,5.8,4.7,5.6,2.4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33,0.19,0,0,2.52,"N",1,NA,NA,"HOG_TempControl_21psu"
"HOG_gen-34","269_C1_HOG_gen-34_TempControl-7psu","HOG","gen-34",269,"C1","7psu","TempControl","TempControl_7psu",4,FALSE,0,16.7,0.92,FALSE,4,3,0.25,12.9,NA,NA,NA,NA,NA,NA,16,11.9,2.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.2,0,0,0.76,"N",1,NA,NA,"HOG_TempControl_7psu"
"HOG_gen-36","284_C1_HOG_gen-36_TempControl-7psu","HOG","gen-36",284,"C1","7psu","TempControl","TempControl_7psu",7,TRUE,3,23.4,1.43,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOG_TempControl_7psu"
"HOG_gen-37","290_C2_HOG_gen-37_TempControl-21psu","HOG","gen-37",290,"C2","21psu","TempControl","TempControl_21psu",5,FALSE,0,38.1,2.53,FALSE,5,3,0.3,26.1,7.3,NA,NA,NA,NA,NA,4,23,35.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,0.89,0,0,2.54,"N",1,NA,NA,"HOG_TempControl_21psu"
"HOG_gen-38","298_C2_HOG_gen-38_TempControl-7psu","HOG","gen-38",298,"C2","7psu","TempControl","TempControl_7psu",5,FALSE,0,57.5,5.25,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOG_TempControl_7psu"
"HOG_gen-39","307_C2_HOG_gen-39_TempControl-21psu","HOG","gen-39",307,"C2","21psu","TempControl","TempControl_21psu",4,FALSE,0,37.5,2.72,FALSE,4,3,0.3,20.5,NA,NA,NA,NA,NA,NA,33.1,7.6,28.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,0.79,0,0,2.46,"N",1,NA,NA,"HOG_TempControl_21psu"
"HOG_gen-40","318_C2_HOG_gen-40_TempControl-7psu","HOG","gen-40",318,"C2","7psu","TempControl","TempControl_7psu",5,FALSE,0,57.5,5.98,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOG_TempControl_7psu"
"HOG_gen-41","326_C3_HOG_gen-41_TempControl-21psu","HOG","gen-41",326,"C3","21psu","TempControl","TempControl_21psu",5,FALSE,0,49.5,3.59,FALSE,5,2,0.4,0.3,33.6,13,NA,NA,NA,NA,15.5,38.3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41,1.31,0,0,3.72,"N",1,NA,NA,"HOG_TempControl_21psu"
"HOG_gen-42","330_C3_HOG_gen-42_TempControl-7psu","HOG","gen-42",330,"C3","7psu","TempControl","TempControl_7psu",5,FALSE,0,42.6,5.04,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOG_TempControl_7psu"
"HOG_gen-43","338_C3_HOG_gen-43_TempControl-21psu","HOG","gen-43",338,"C3","21psu","TempControl","TempControl_21psu",5,FALSE,0,38.4,3.26,FALSE,5,4,0.3,7.1,NA,NA,NA,NA,NA,NA,1.8,15.2,7.9,14,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,0.3,0,0,1.23,"N",1,NA,NA,"HOG_TempControl_21psu"
"HOG_gen-44","347_C3_HOG_gen-44_TempControl-7psu","HOG","gen-44",347,"C3","7psu","TempControl","TempControl_7psu",5,FALSE,0,55.7,3.8,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOG_TempControl_7psu"
"HOG_gen-45","357_C4_HOG_gen-45_TempControl-21psu","HOG","gen-45",357,"C4","21psu","TempControl","TempControl_21psu",5,FALSE,0,56.5,5.7,FALSE,4,1,0.4,0.2,10,6.6,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,1,5,11.9,20.1,12,21.4,0.2,NA,NA,NA,NA,NA,NA,NA,2.14,1.07,0.46,0,3.67,"Y",1,NA,NA,"HOG_TempControl_21psu"
"HOG_gen-46","364_C4_HOG_gen-46_TempControl-7psu","HOG","gen-46",364,"C4","7psu","TempControl","TempControl_7psu",5,FALSE,0,39.8,2.8,FALSE,5,4,0.35,26.5,NA,NA,NA,NA,NA,NA,27.8,12.5,23.7,1.2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78,0.82,0,0,2.6,"N",1,NA,NA,"HOG_TempControl_7psu"
"HOG_gen-47","372_C4_HOG_gen-47_TempControl-21psu","HOG","gen-47",372,"C4","21psu","TempControl","TempControl_21psu",5,FALSE,0,45.4,3.96,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOG_TempControl_21psu"
"HOG_gen-48","377_C4_HOG_gen-48_TempControl-7psu","HOG","gen-48",377,"C4","7psu","TempControl","TempControl_7psu",5,FALSE,0,29,2.18,FALSE,5,4,0.35,15,NA,NA,NA,NA,NA,NA,25.6,3.5,13.6,26.8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,0.81,0,0,2.09,"N",1,NA,NA,"HOG_TempControl_7psu"
"HOR_gen-01","001_A1_HOR_gen-01_TempControl-21psu","HOR","gen-01",1,"A1","21psu","TempControl","TempControl_21psu",5,FALSE,0,43,2.69,FALSE,5,2,0.4,0.3,25,7.4,NA,NA,NA,NA,32.1,47.8,NA,NA,NA,NA,1,3,13.5,4.1,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44,1.16,0.11,0,2.71,"Y",1,NA,NA,"HOR_TempControl_21psu"
"HOR_gen-02","014_A1_HOR_gen-02_TempControl-7psu","HOR","gen-02",14,"A1","7psu","TempControl","TempControl_7psu",5,FALSE,0,36.7,2.2,FALSE,5,4,0.3,5,17.1,NA,NA,NA,NA,NA,4.6,25.1,21.4,17.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,0.99,0,0,2.76,"Y",1,NA,NA,"HOR_TempControl_7psu"
"HOR_gen-03","023_A1_HOR_gen-03_TempControl-21psu","HOR","gen-03",23,"A1","21psu","TempControl","TempControl_21psu",5,FALSE,0,31.5,2.99,FALSE,5,2,0.3,1.5,34,12.6,NA,NA,NA,NA,12.1,32.6,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,1.06,0,0,3.81,"Y",1,NA,NA,"HOR_TempControl_21psu"
"HOR_gen-04","031_A1_HOR_gen-04_TempControl-7psu","HOR","gen-04",31,"A1","7psu","TempControl","TempControl_7psu",5,FALSE,0,44.4,2.79,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOR_TempControl_7psu"
"HOR_gen-05","035_A2_HOR_gen-05_TempControl-21psu","HOR","gen-05",35,"A2","21psu","TempControl","TempControl_21psu",5,FALSE,0,44.5,2.56,FALSE,4,2,0.3,0,8.3,NA,NA,NA,NA,NA,17.7,36.8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,1.24,0,0,2.56,"Y",1,NA,NA,"HOR_TempControl_21psu"
"HOR_gen-06","048_A2_HOR_gen-06_TempControl-7psu","HOR","gen-06",48,"A2","7psu","TempControl","TempControl_7psu",5,FALSE,0,33.5,1.69,FALSE,3,3,0.3,NA,NA,NA,NA,NA,NA,NA,14,5.8,13.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,0.21,0,0,1.18,"Y",1,NA,NA,"HOR_TempControl_7psu"
"HOR_gen-07","051_A2_HOR_gen-07_TempControl-21psu","HOR","gen-07",51,"A2","21psu","TempControl","TempControl_21psu",5,FALSE,0,36.8,2.55,FALSE,5,2,0.4,7.2,20.8,0,NA,NA,NA,NA,26.1,18.9,NA,NA,NA,NA,1,3,13.3,4.7,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,1.15,0.12,0,2.34,"N",1,NA,NA,"HOR_TempControl_21psu"
"HOR_gen-08","060_A2_HOR_gen-08_TempControl-7psu","HOR","gen-08",60,"A2","7psu","TempControl","TempControl_7psu",4,FALSE,0,42.8,1.99,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOR_TempControl_7psu"
"HOR_gen-09","072_A3_HOR_gen-09_TempWarm-16psu","HOR","gen-09",72,"A3","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,32,1.61,FALSE,4,3,0.3,5.9,NA,NA,NA,NA,NA,NA,20.1,9.6,24.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,0.57,0,0,1.65,"N",1,NA,NA,"HOR_TempWarm_16psu"
"HOR_gen-10","074_A3_HOR_gen-10_TempWarm-5psu","HOR","gen-10",74,"A3","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,31.2,1.59,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOR_TempWarm_5psu"
"HOR_gen-11","084_A3_HOR_gen-11_TempWarm-16psu","HOR","gen-11",84,"A3","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,44,2.44,FALSE,5,2,0.3,34.7,14.5,0.2,NA,NA,NA,NA,14.4,34.9,NA,NA,NA,NA,1,3,13.5,8.3,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,0.66,0.52,0,2.39,"N",1,NA,NA,"HOR_TempWarm_16psu"
"HOR_gen-12","095_A3_HOR_gen-12_TempWarm-5psu","HOR","gen-12",95,"A3","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,35.7,2.32,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOR_TempWarm_5psu"
"HOR_gen-13","102_A4_HOR_gen-13_TempWarm-16psu","HOR","gen-13",102,"A4","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,23.5,1.36,FALSE,4,3,0.3,0.4,NA,NA,NA,NA,NA,NA,22.6,5.8,20,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,0.13,0,0,0.94,"N",1,NA,NA,"HOR_TempWarm_16psu"
"HOR_gen-14","111_A4_HOR_gen-14_TempWarm-5psu","HOR","gen-14",111,"A4","5psu","TempWarm","TempWarm_5psu",4,FALSE,0,34,2.56,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOR_TempWarm_5psu"
"HOR_gen-15","116_A4_HOR_gen-15_TempWarm-16psu","HOR","gen-15",116,"A4","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,25.3,1.4,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOR_TempWarm_16psu"
"HOR_gen-16","121_A4_HOR_gen-16_TempWarm-5psu","HOR","gen-16",121,"A4","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,29.8,2.65,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOR_TempWarm_5psu"
"HOR_gen-17","131_B1_HOR_gen-17_TempWarm-16psu","HOR","gen-17",131,"B1","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,32,2.6,FALSE,3,2,0.3,19.2,NA,NA,NA,NA,NA,NA,11.8,1.9,NA,NA,NA,NA,1,3,13.7,6.1,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,0.18,0.09,0,1.57,"N",1,NA,NA,"HOR_TempWarm_16psu"
"HOR_gen-18","140_B1_HOR_gen-18_TempWarm-5psu","HOR","gen-18",140,"B1","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,33,2.32,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOR_TempWarm_5psu"
"HOR_gen-19","150_B1_HOR_gen-19_TempWarm-16psu","HOR","gen-19",150,"B1","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,35,2.29,FALSE,4,3,0.3,17.5,NA,NA,NA,NA,NA,NA,32.8,13.5,0.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,0.45,0,0,1.33,"N",1,NA,NA,"HOR_TempWarm_16psu"
"HOR_gen-20","160_B1_HOR_gen-20_TempWarm-5psu","HOR","gen-20",160,"B1","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,33.2,2.28,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOR_TempWarm_5psu"
"HOR_gen-21","168_B2_HOR_gen-21_TempWarm-16psu","HOR","gen-21",168,"B2","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,40.7,2.02,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOR_TempWarm_16psu"
"HOR_gen-22","170_B2_HOR_gen-22_TempWarm-5psu","HOR","gen-22",170,"B2","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,41.5,2.09,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOR_TempWarm_5psu"
"HOR_gen-23","183_B2_HOR_gen-23_TempWarm-16psu","HOR","gen-23",183,"B2","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,55.7,3.48,TRUE,4,2,0.35,28,12.8,NA,NA,NA,NA,NA,34.3,4.9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48,1.59,0,0,4.07,"Y",1,NA,NA,"HOR_TempWarm_16psu"
"HOR_gen-24","188_B2_HOR_gen-24_TempWarm-5psu","HOR","gen-24",188,"B2","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,39.8,2.36,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOR_TempWarm_5psu"
"HOR_gen-25","193_B3_HOR_gen-25_TempWarm-16psu","HOR","gen-25",193,"B3","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,27.1,2.28,FALSE,4,2,0.3,17,5.6,NA,NA,NA,NA,NA,21.8,9.3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,0.45,0,0,1.56,"N",1,NA,NA,"HOR_TempWarm_16psu"
"HOR_gen-26","205_B3_HOR_gen-26_TempWarm-5psu","HOR","gen-26",205,"B3","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,38.2,2.11,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOR_TempWarm_5psu"
"HOR_gen-27","215_B3_HOR_gen-27_TempWarm-16psu","HOR","gen-27",215,"B3","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,40.2,2.58,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,17,10.6,14.8,3.1,NA,NA,NA,NA,NA,NA,NA,NA,1.48,0,0.24,0,1.72,"N",1,NA,NA,"HOR_TempWarm_16psu"
"HOR_gen-28","223_B3_HOR_gen-28_TempWarm-5psu","HOR","gen-28",223,"B3","5psu","TempWarm","TempWarm_5psu",4,FALSE,0,28.7,1.9,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOR_TempWarm_5psu"
"HOR_gen-29","227_B4_HOR_gen-29_TempWarm-16psu","HOR","gen-29",227,"B4","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,33.4,2.25,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOR_TempWarm_16psu"
"HOR_gen-30","234_B4_HOR_gen-30_TempWarm-5psu","HOR","gen-30",234,"B4","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,38.4,2.66,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"HOR_TempWarm_5psu"
