"trt","pop","cc","trt_pop","surv","order","coast","trt_name","method","offset","trt_ord","pop_ord","metric","cf_abs","cg_rel","cg_abs","cf_rel"
"TempWarm-16psu","BJO","full","TempWarm_16psu-BJO",0.416666666666667,8,"East","Future W Coast","lea",0.0489373784267413,3,8,"surv",-0.583333333333333,4.00000000000001,0.333333333333334,-0.583333333333333
"TempWarm-16psu","BJO","full","TempWarm_16psu-BJO",0.416666666666667,8,"East","Future W Coast","rda",2.98306108699892,3,8,"surv",-0.583333333333333,4.00000000000001,0.333333333333334,-0.583333333333333
"TempWarm-16psu","BJO","full","TempWarm_16psu-BJO",0.416666666666667,8,"East","Future W Coast","gf",0.142411432083045,3,8,"surv",-0.583333333333333,4.00000000000001,0.333333333333334,-0.583333333333333
"TempWarm-16psu","BJO","full","TempWarm_16psu-BJO",0.416666666666667,8,"East","Future W Coast","env",6.8452,3,8,"surv",-0.583333333333333,4.00000000000001,0.333333333333334,-0.583333333333333
"TempWarm-16psu","BJO","mll","TempWarm_16psu-BJO",0.416666666666667,8,"East","Future W Coast","lea",0.0581775014038377,3,8,"surv",-0.583333333333333,4.00000000000001,0.333333333333334,-0.583333333333333
"TempWarm-16psu","BJO","mll","TempWarm_16psu-BJO",0.416666666666667,8,"East","Future W Coast","rda",2.19853544993975,3,8,"surv",-0.583333333333333,4.00000000000001,0.333333333333334,-0.583333333333333
"TempWarm-16psu","BJO","mll","TempWarm_16psu-BJO",0.416666666666667,8,"East","Future W Coast","gf",0.0912322032381791,3,8,"surv",-0.583333333333333,4.00000000000001,0.333333333333334,-0.583333333333333
"TempWarm-16psu","BJO","mll","TempWarm_16psu-BJO",0.416666666666667,8,"East","Future W Coast","env",6.8452,3,8,"surv",-0.583333333333333,4.00000000000001,0.333333333333334,-0.583333333333333
"TempWarm-16psu","HOG","full","TempWarm_16psu-HOG",0.666666666666667,3,"West","Future W Coast","lea",0.036427182928542,3,3,"surv",-0.242424242424242,-0.266666666666666,-0.242424242424242,-0.266666666666666
"TempWarm-16psu","HOG","full","TempWarm_16psu-HOG",0.666666666666667,3,"West","Future W Coast","rda",1.22631888167187,3,3,"surv",-0.242424242424242,-0.266666666666666,-0.242424242424242,-0.266666666666666
"TempWarm-16psu","HOG","full","TempWarm_16psu-HOG",0.666666666666667,3,"West","Future W Coast","gf",0.129357790771983,3,3,"surv",-0.242424242424242,-0.266666666666666,-0.242424242424242,-0.266666666666666
"TempWarm-16psu","HOG","full","TempWarm_16psu-HOG",0.666666666666667,3,"West","Future W Coast","env",5.7683,3,3,"surv",-0.242424242424242,-0.266666666666666,-0.242424242424242,-0.266666666666666
"TempWarm-16psu","HOG","mll","TempWarm_16psu-HOG",0.666666666666667,3,"West","Future W Coast","lea",0.0452748544082271,3,3,"surv",-0.242424242424242,-0.266666666666666,-0.242424242424242,-0.266666666666666
"TempWarm-16psu","HOG","mll","TempWarm_16psu-HOG",0.666666666666667,3,"West","Future W Coast","rda",0.730242927373158,3,3,"surv",-0.242424242424242,-0.266666666666666,-0.242424242424242,-0.266666666666666
"TempWarm-16psu","HOG","mll","TempWarm_16psu-HOG",0.666666666666667,3,"West","Future W Coast","gf",0.0848391483017739,3,3,"surv",-0.242424242424242,-0.266666666666666,-0.242424242424242,-0.266666666666666
"TempWarm-16psu","HOG","mll","TempWarm_16psu-HOG",0.666666666666667,3,"West","Future W Coast","env",5.7683,3,3,"surv",-0.242424242424242,-0.266666666666666,-0.242424242424242,-0.266666666666666
