"","Pop","MLL_no","Indv_no","Pop_no","region","site_full","long","lat","temp_curr","max_temp_curr","sal_curr","min_sal_curr","temp_scaled","max_temp_scaled","sal_scaled","min_sal_scaled"
"144","EKO",615,"EKO-02","02","Valdemarsvik","Ekön",16.854798,58.175265,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"145","EKO",615,"EKO-03","03","Valdemarsvik","Ekön",16.854798,58.175265,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"146","EKO",615,"EKO-04","04","Valdemarsvik","Ekön",16.854798,58.175265,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"147","EKO",615,"EKO-05","05","Valdemarsvik","Ekön",16.854798,58.175265,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"148","EKO",615,"EKO-06","06","Valdemarsvik","Ekön",16.854798,58.175265,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"149","EKO",615,"EKO-07","07","Valdemarsvik","Ekön",16.854798,58.175265,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"150","EKO",615,"EKO-08","08","Valdemarsvik","Ekön",16.854798,58.175265,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"151","EKO",624,"EKO-09","09","Valdemarsvik","Ekön",16.854798,58.175265,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"152","EKO",615,"EKO-10","10","Valdemarsvik","Ekön",16.854798,58.175265,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"153","EKO",615,"EKO-11","11","Valdemarsvik","Ekön",16.854798,58.175265,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"154","EKO",615,"EKO-12","12","Valdemarsvik","Ekön",16.854798,58.175265,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"155","EKO",615,"EKO-13","13","Valdemarsvik","Ekön",16.854798,58.175265,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"156","EKO",615,"EKO-14","14","Valdemarsvik","Ekön",16.854798,58.175265,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"157","EKO",615,"EKO-15","15","Valdemarsvik","Ekön",16.854798,58.175265,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"158","EKO",615,"EKO-16","16","Valdemarsvik","Ekön",16.854798,58.175265,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"159","EKO",615,"EKO-17","17","Valdemarsvik","Ekön",16.854798,58.175265,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"160","EKO",615,"EKO-18","18","Valdemarsvik","Ekön",16.854798,58.175265,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
