"bagnum_num","tank_ID","bagKey","trt","bagnum_text","pop","new_label","genetID","DNA_label","temp_full","sal_full","gen","genet","board","mean_sal","median_sal","min_sal","max_sal","sd_sal","mean_temp","median_temp","min_temp","max_temp","sd_temp","x_coord","y_coord","position"
261,"C1","ED8DEECE","TempControl-21psu",261,"VIK","261_C1_VIK_gen-33_TempControl-21psu",33,"VIK_gen-33","TempControl","21psu","gen-33","VIK-33",33,21.225,21.2,21.2,21.3,0.0500000000000007,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,18,1,"18_1"
262,"C1","E5AAD471","TempControl-21psu",262,"BAR","262_C1_BAR_gen-33_TempControl-21psu",33,"BAR_gen-33","TempControl","21psu","gen-33","BAR-33",33,21.1,21.1,21.1,21.1,0,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,18,2,"18_2"
263,"C1","CF62E6B7","TempControl-21psu",263,"VAT","263_C1_VAT_gen-33_TempControl-21psu",33,"VAT_gen-33","TempControl","21psu","gen-33","VAT-33",33,21.25,21.2,21.2,21.4,0.0999999999999996,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,18,3,"18_3"
264,"C1","EE4BB517","TempControl-21psu",264,"HOG","264_C1_HOG_gen-33_TempControl-21psu",33,"HOG_gen-33","TempControl","21psu","gen-33","HOG-33",33,21.05,21.05,21,21.1,0.0577350269189634,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,18,4,"18_4"
265,"C1","BA62A866","TempControl-7psu",265,"VIK","265_C1_VIK_gen-34_TempControl-7psu",34,"VIK_gen-34","TempControl","7psu","gen-34","VIK-34",34,7.2,7.2,7.2,7.2,0,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,19,1,"19_1"
266,"C1","9EB94206","TempControl-7psu",266,"VAT","266_C1_VAT_gen-34_TempControl-7psu",34,"VAT_gen-34","TempControl","7psu","gen-34","VAT-34",34,7.2,7.2,7.2,7.2,0,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,19,2,"19_2"
267,"C1","E99CB1D2","TempControl-7psu",267,"BJO","267_C1_BJO_gen-34_TempControl-7psu",34,"BJO_gen-34","TempControl","7psu","gen-34","BJO-34",34,7.1,7.1,7.1,7.1,0,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,19,3,"19_3"
268,"C1","0B640387","TempControl-7psu",268,"BAR","268_C1_BAR_gen-34_TempControl-7psu",34,"BAR_gen-34","TempControl","7psu","gen-34","BAR-34",34,7.1,7.1,7.1,7.1,0,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,19,4,"19_4"
269,"C1","35323312","TempControl-7psu",269,"HOG","269_C1_HOG_gen-34_TempControl-7psu",34,"HOG_gen-34","TempControl","7psu","gen-34","HOG-34",34,7.06666666666667,7.1,7,7.1,0.0577350269189624,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,20,1,"20_1"
270,"C1","56772A99","TempControl-7psu",270,"HOR","270_C1_HOR_gen-34_TempControl-7psu",34,"HOR_gen-34","TempControl","7psu","gen-34","HOR-34",34,7.1,7.1,7.1,7.1,0,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,20,2,"20_2"
271,"C1","BD5B9698","TempControl-7psu",271,"KUR","271_C1_KUR_gen-34_TempControl-7psu",34,"KUR_gen-34","TempControl","7psu","gen-34","KUR-34",34,7.1,7.1,7.1,7.1,0,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,20,3,"20_3"
272,"C1","7E46526A","TempControl-7psu",272,"KAL","272_C1_KAL_gen-34_TempControl-7psu",34,"KAL_gen-34","TempControl","7psu","gen-34","KAL-34",34,7.05,7.05,7,7.1,0.0577350269189624,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,20,4,"20_4"
273,"C1","23E08C1D","TempControl-21psu",273,"VAT","273_C1_VAT_gen-35_TempControl-21psu",35,"VAT_gen-35","TempControl","21psu","gen-35","VAT-35",35,21.325,21.3,21.3,21.4,0.0499999999999989,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,21,1,"21_1"
274,"C1","44E6D55B","TempControl-21psu",274,"HOG","274_C1_HOG_gen-35_TempControl-21psu",35,"HOG_gen-35","TempControl","21psu","gen-35","HOG-35",35,21.15,21.15,21.1,21.2,0.0577350269189613,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,21,2,"21_2"
275,"C1","F9F972FA","TempControl-21psu",275,"HOR","275_C1_HOR_gen-35_TempControl-21psu",35,"HOR_gen-35","TempControl","21psu","gen-35","HOR-35",35,21.2,21.2,21.1,21.3,0.0816496580927723,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,21,3,"21_3"
276,"C1","17891F3B","TempControl-21psu",276,"BAR","276_C1_BAR_gen-35_TempControl-21psu",35,"BAR_gen-35","TempControl","21psu","gen-35","BAR-35",35,21.225,21.2,21.2,21.3,0.0500000000000007,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,21,4,"21_4"
277,"C1","5543AC1E","TempControl-21psu",277,"BJO","277_C1_BJO_gen-35_TempControl-21psu",35,"BJO_gen-35","TempControl","21psu","gen-35","BJO-35",35,21,21,21,21,0,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,22,1,"22_1"
278,"C1","B1902229","TempControl-21psu",278,"KUR","278_C1_KUR_gen-35_TempControl-21psu",35,"KUR_gen-35","TempControl","21psu","gen-35","KUR-35",35,21.15,21.15,21.1,21.2,0.0577350269189613,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,22,2,"22_2"
279,"C1","3ADA9363","TempControl-21psu",279,"KAL","279_C1_KAL_gen-35_TempControl-21psu",35,"KAL_gen-35","TempControl","21psu","gen-35","KAL-35",35,21.075,21.1,21,21.1,0.0500000000000007,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,22,3,"22_3"
280,"C1","410FC168","TempControl-21psu",280,"VIK","280_C1_VIK_gen-35_TempControl-21psu",35,"VIK_gen-35","TempControl","21psu","gen-35","VIK-35",35,21.175,21.2,21,21.3,0.125830573921179,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,22,4,"22_4"
281,"C1","C5151972","TempControl-7psu",281,"KUR","281_C1_KUR_gen-36_TempControl-7psu",36,"KUR_gen-36","TempControl","7psu","gen-36","KUR-36",36,7.1,7.1,7.1,7.1,0,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,23,1,"23_1"
282,"C1","1B1F77AF","TempControl-7psu",282,"KAL","282_C1_KAL_gen-36_TempControl-7psu",36,"KAL_gen-36","TempControl","7psu","gen-36","KAL-36",36,7.1,7.1,7.1,7.1,0,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,23,2,"23_2"
283,"C1","E808D4F4","TempControl-7psu",283,"VIK","283_C1_VIK_gen-36_TempControl-7psu",36,"VIK_gen-36","TempControl","7psu","gen-36","VIK-36",36,7.2,7.2,7.2,7.2,0,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,23,3,"23_3"
284,"C1","71C58285","TempControl-7psu",284,"HOG","284_C1_HOG_gen-36_TempControl-7psu",36,"HOG_gen-36","TempControl","7psu","gen-36","HOG-36",36,7.125,7.1,7.1,7.2,0.0500000000000003,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,23,4,"23_4"
285,"C1","975AF645","TempControl-7psu",285,"BJO","285_C1_BJO_gen-36_TempControl-7psu",36,"BJO_gen-36","TempControl","7psu","gen-36","BJO-36",36,7.05,7.05,7,7.1,0.0577350269189624,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,24,1,"24_1"
286,"C1","24713C8F","TempControl-7psu",286,"VAT","286_C1_VAT_gen-36_TempControl-7psu",36,"VAT_gen-36","TempControl","7psu","gen-36","VAT-36",36,7.1,7.1,7.1,7.1,0,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,24,2,"24_2"
287,"C1","6DF5DCE8","TempControl-7psu",287,"HOR","287_C1_HOR_gen-36_TempControl-7psu",36,"HOR_gen-36","TempControl","7psu","gen-36","HOR-36",36,7.025,7,7,7.1,0.0499999999999998,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,24,3,"24_3"
288,"C1","E51E7B7E","TempControl-7psu",288,"BAR","288_C1_BAR_gen-36_TempControl-7psu",36,"BAR_gen-36","TempControl","7psu","gen-36","BAR-36",36,7.125,7.1,7.1,7.2,0.0500000000000003,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,24,4,"24_4"
289,"C2","345bftds","TempControl-21psu",289,"BJO","289_C2_BJO_gen-37_TempControl-21psu",37,"BJO_gen-37","TempControl","21psu","gen-37","BJO-37",37,21.4,21.4,21.3,21.5,0.0999999999999996,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,17,5,"17_5"
290,"C2","B6A83370","TempControl-21psu",290,"HOG","290_C2_HOG_gen-37_TempControl-21psu",37,"HOG_gen-37","TempControl","21psu","gen-37","HOG-37",37,21.4,21.4,21.4,21.4,0,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,17,6,"17_6"
291,"C2","D59B5AC1","TempControl-21psu",291,"BAR","291_C2_BAR_gen-37_TempControl-21psu",37,"BAR_gen-37","TempControl","21psu","gen-37","BAR-37",37,21.3666666666667,21.4,21.3,21.4,0.0577350269189613,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,17,7,"17_7"
292,"C2","5BB7D701","TempControl-21psu",292,"KUR","292_C2_KUR_gen-37_TempControl-21psu",37,"KUR_gen-37","TempControl","21psu","gen-37","KUR-37",37,21.4,21.4,21.4,21.4,0,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,17,8,"17_8"
293,"C2","77F99FAB","TempControl-21psu",293,"HOR","293_C2_HOR_gen-37_TempControl-21psu",37,"HOR_gen-37","TempControl","21psu","gen-37","HOR-37",37,21.1,21.1,21.1,21.1,0,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,18,5,"18_5"
294,"C2","F259DA7A","TempControl-21psu",294,"VIK","294_C2_VIK_gen-37_TempControl-21psu",37,"VIK_gen-37","TempControl","21psu","gen-37","VIK-37",37,21.4,21.4,21.4,21.4,0,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,18,6,"18_6"
295,"C2","EF521318","TempControl-21psu",295,"VAT","295_C2_VAT_gen-37_TempControl-21psu",37,"VAT_gen-37","TempControl","21psu","gen-37","VAT-37",37,21.4,21.4,21.4,21.4,0,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,18,7,"18_7"
296,"C2","B3E28AF0","TempControl-21psu",296,"KAL","296_C2_KAL_gen-37_TempControl-21psu",37,"KAL_gen-37","TempControl","21psu","gen-37","KAL-37",37,21.3,21.3,21.3,21.3,0,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,18,8,"18_8"
297,"C2","D72753A8","TempControl-7psu",297,"VIK","297_C2_VIK_gen-38_TempControl-7psu",38,"VIK_gen-38","TempControl","7psu","gen-38","VIK-38",38,7.2,7.2,7.2,7.2,0,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,19,5,"19_5"
298,"C2","2FA90D4B","TempControl-7psu",298,"HOG","298_C2_HOG_gen-38_TempControl-7psu",38,"HOG_gen-38","TempControl","7psu","gen-38","HOG-38",38,7.1,7.1,7.1,7.1,0,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,19,6,"19_6"
299,"C2","21B36B80","TempControl-7psu",299,"HOR","299_C2_HOR_gen-38_TempControl-7psu",38,"HOR_gen-38","TempControl","7psu","gen-38","HOR-38",38,6.96666666666667,7,6.9,7,0.0577350269189624,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,19,7,"19_7"
300,"C2","568376BE","TempControl-7psu",300,"BJO","300_C2_BJO_gen-38_TempControl-7psu",38,"BJO_gen-38","TempControl","7psu","gen-38","BJO-38",38,7.1,7.1,7.1,7.1,0,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,19,8,"19_8"
301,"C2","E25E3B97","TempControl-7psu",301,"BAR","301_C2_BAR_gen-38_TempControl-7psu",38,"BAR_gen-38","TempControl","7psu","gen-38","BAR-38",38,7.1,7.1,7.1,7.1,0,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,20,5,"20_5"
302,"C2","08C5D23A","TempControl-7psu",302,"VAT","302_C2_VAT_gen-38_TempControl-7psu",38,"VAT_gen-38","TempControl","7psu","gen-38","VAT-38",38,7.1,7.1,7.1,7.1,0,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,20,6,"20_6"
303,"C2","3F686EB4","TempControl-7psu",303,"KUR","303_C2_KUR_gen-38_TempControl-7psu",38,"KUR_gen-38","TempControl","7psu","gen-38","KUR-38",38,7.03333333333333,7,7,7.1,0.0577350269189624,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,20,7,"20_7"
304,"C2","385237C3","TempControl-7psu",304,"KAL","304_C2_KAL_gen-38_TempControl-7psu",38,"KAL_gen-38","TempControl","7psu","gen-38","KAL-38",38,7.03333333333333,7,7,7.1,0.0577350269189624,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,20,8,"20_8"
305,"C2","1DCED0C6","TempControl-21psu",305,"VIK","305_C2_VIK_gen-39_TempControl-21psu",39,"VIK_gen-39","TempControl","21psu","gen-39","VIK-39",39,20.7333333333333,21.4,19.4,21.4,1.15470053837925,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,21,5,"21_5"
306,"C2","E0CEB5A0","TempControl-21psu",306,"BJO","306_C2_BJO_gen-39_TempControl-21psu",39,"BJO_gen-39","TempControl","21psu","gen-39","BJO-39",39,21.35,21.35,21.3,21.4,0.0577350269189613,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,21,6,"21_6"
307,"C2","C3172058","TempControl-21psu",307,"HOG","307_C2_HOG_gen-39_TempControl-21psu",39,"HOG_gen-39","TempControl","21psu","gen-39","HOG-39",39,21.3333333333333,21.3,21.3,21.4,0.0577350269189613,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,21,7,"21_7"
308,"C2","4928BDFF","TempControl-21psu",308,"BAR","308_C2_BAR_gen-39_TempControl-21psu",39,"BAR_gen-39","TempControl","21psu","gen-39","BAR-39",39,21.3666666666667,21.4,21.3,21.4,0.0577350269189613,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,21,8,"21_8"
309,"C2","07E66DE2","TempControl-21psu",309,"VAT","309_C2_VAT_gen-39_TempControl-21psu",39,"VAT_gen-39","TempControl","21psu","gen-39","VAT-39",39,21.4,21.4,21.4,21.4,0,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,22,5,"22_5"
310,"C2","6BCE4CD3","TempControl-21psu",310,"KAL","310_C2_KAL_gen-39_TempControl-21psu",39,"KAL_gen-39","TempControl","21psu","gen-39","KAL-39",39,21.2333333333333,21.2,21.2,21.3,0.0577350269189634,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,22,6,"22_6"
311,"C2","6AF5FA86","TempControl-21psu",311,"KUR","311_C2_KUR_gen-39_TempControl-21psu",39,"KUR_gen-39","TempControl","21psu","gen-39","KUR-39",39,21.2333333333333,21.2,21.2,21.3,0.0577350269189634,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,22,7,"22_7"
312,"C2","5DE7152B","TempControl-21psu",312,"HOR","312_C2_HOR_gen-39_TempControl-21psu",39,"HOR_gen-39","TempControl","21psu","gen-39","HOR-39",39,21.3,21.3,21.3,21.3,0,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,22,8,"22_8"
313,"C2","40DB3B97","TempControl-7psu",313,"VAT","313_C2_VAT_gen-40_TempControl-7psu",40,"VAT_gen-40","TempControl","7psu","gen-40","VAT-40",40,7.1,7.1,7.1,7.1,0,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,23,5,"23_5"
314,"C2","1F23BCE1","TempControl-7psu",314,"KAL","314_C2_KAL_gen-40_TempControl-7psu",40,"KAL_gen-40","TempControl","7psu","gen-40","KAL-40",40,7.03333333333333,7,7,7.1,0.0577350269189624,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,23,6,"23_6"
315,"C2","CEFA616E","TempControl-7psu",315,"KUR","315_C2_KUR_gen-40_TempControl-7psu",40,"KUR_gen-40","TempControl","7psu","gen-40","KUR-40",40,7.06666666666667,7.1,7,7.1,0.0577350269189624,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,23,7,"23_7"
316,"C2","4C86A039","TempControl-7psu",316,"BJO","316_C2_BJO_gen-40_TempControl-7psu",40,"BJO_gen-40","TempControl","7psu","gen-40","BJO-40",40,7.1,7.1,7.1,7.1,0,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,23,8,"23_8"
317,"C2","EC0AD605","TempControl-7psu",317,"VIK","317_C2_VIK_gen-40_TempControl-7psu",40,"VIK_gen-40","TempControl","7psu","gen-40","VIK-40",40,7.23333333333333,7.2,7.2,7.3,0.0577350269189624,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,24,5,"24_5"
318,"C2","C1CF41CF","TempControl-7psu",318,"HOG","318_C2_HOG_gen-40_TempControl-7psu",40,"HOG_gen-40","TempControl","7psu","gen-40","HOG-40",40,7.2,7.2,7.2,7.2,0,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,24,6,"24_6"
319,"C2","23D218CF","TempControl-7psu",319,"HOR","319_C2_HOR_gen-40_TempControl-7psu",40,"HOR_gen-40","TempControl","7psu","gen-40","HOR-40",40,7.13333333333333,7.1,7.1,7.2,0.0577350269189629,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,24,7,"24_7"
320,"C2","DA5A8CAD","TempControl-7psu",320,"BAR","320_C2_BAR_gen-40_TempControl-7psu",40,"BAR_gen-40","TempControl","7psu","gen-40","BAR-40",40,7.1,7.1,7.1,7.1,0,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,24,8,"24_8"
321,"C3","F44EBAC1","TempControl-21psu",321,"VIK","321_C3_VIK_gen-41_TempControl-21psu",41,"VIK_gen-41","TempControl","21psu","gen-41","VIK-41",41,21.35,21.35,21.3,21.4,0.0577350269189613,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,17,9,"17_9"
322,"C3","391F2678","TempControl-21psu",322,"VAT","322_C3_VAT_gen-41_TempControl-21psu",41,"VAT_gen-41","TempControl","21psu","gen-41","VAT-41",41,21.35,21.35,21.3,21.4,0.0577350269189613,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,17,10,"17_10"
323,"C3","02865EFA","TempControl-21psu",323,"BJO","323_C3_BJO_gen-41_TempControl-21psu",41,"BJO_gen-41","TempControl","21psu","gen-41","BJO-41",41,21.175,21.2,21.1,21.2,0.0499999999999989,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,17,11,"17_11"
324,"C3","C76DB90F","TempControl-21psu",324,"KAL","324_C3_KAL_gen-41_TempControl-21psu",41,"KAL_gen-41","TempControl","21psu","gen-41","KAL-41",41,21.225,21.2,21.2,21.3,0.0500000000000007,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,17,12,"17_12"
325,"C3","E2D20521","TempControl-21psu",325,"BAR","325_C3_BAR_gen-41_TempControl-21psu",41,"BAR_gen-41","TempControl","21psu","gen-41","BAR-41",41,21.25,21.25,21.2,21.3,0.0577350269189634,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,18,9,"18_9"
326,"C3","245CEECC","TempControl-21psu",326,"HOG","326_C3_HOG_gen-41_TempControl-21psu",41,"HOG_gen-41","TempControl","21psu","gen-41","HOG-41",41,21.2,21.2,21.2,21.2,0,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,18,10,"18_10"
327,"C3","E7FA955E","TempControl-21psu",327,"KUR","327_C3_KUR_gen-41_TempControl-21psu",41,"KUR_gen-41","TempControl","21psu","gen-41","KUR-41",41,21.15,21.15,21.1,21.2,0.0577350269189613,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,18,11,"18_11"
328,"C3","4044E84A","TempControl-21psu",328,"HOR","328_C3_HOR_gen-41_TempControl-21psu",41,"HOR_gen-41","TempControl","21psu","gen-41","HOR-41",41,21.1,21.1,21.1,21.1,0,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,18,12,"18_12"
329,"C3","78740BAF","TempControl-7psu",329,"BAR","329_C3_BAR_gen-42_TempControl-7psu",42,"BAR_gen-42","TempControl","7psu","gen-42","BAR-42",42,7.1,7.1,7.1,7.1,0,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,19,9,"19_9"
330,"C3","D624B9D1","TempControl-7psu",330,"HOG","330_C3_HOG_gen-42_TempControl-7psu",42,"HOG_gen-42","TempControl","7psu","gen-42","HOG-42",42,7.1,7.1,7.1,7.1,0,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,19,10,"19_10"
331,"C3","E6C90B44","TempControl-7psu",331,"VIK","331_C3_VIK_gen-42_TempControl-7psu",42,"VIK_gen-42","TempControl","7psu","gen-42","VIK-42",42,7.2,7.2,7.2,7.2,0,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,19,11,"19_11"
332,"C3","760DF893","TempControl-7psu",332,"VAT","332_C3_VAT_gen-42_TempControl-7psu",42,"VAT_gen-42","TempControl","7psu","gen-42","VAT-42",42,7.15,7.15,7.1,7.2,0.0577350269189629,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,19,12,"19_12"
333,"C3","0AE8CED3","TempControl-7psu",333,"KUR","333_C3_KUR_gen-42_TempControl-7psu",42,"KUR_gen-42","TempControl","7psu","gen-42","KUR-42",42,7.1,7.1,7.1,7.1,0,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,20,9,"20_9"
334,"C3","231E391F","TempControl-7psu",334,"BJO","334_C3_BJO_gen-42_TempControl-7psu",42,"BJO_gen-42","TempControl","7psu","gen-42","BJO-42",42,7.1,7.1,7.1,7.1,0,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,20,10,"20_10"
335,"C3","53558C76","TempControl-7psu",335,"KAL","335_C3_KAL_gen-42_TempControl-7psu",42,"KAL_gen-42","TempControl","7psu","gen-42","KAL-42",42,6.975,7,6.9,7,0.0499999999999998,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,20,11,"20_11"
336,"C3","BE1C8E84","TempControl-7psu",336,"HOR","336_C3_HOR_gen-42_TempControl-7psu",42,"HOR_gen-42","TempControl","7psu","gen-42","HOR-42",42,7.1,7.1,7.1,7.1,0,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,20,12,"20_12"
337,"C3","53A0B1FD","TempControl-21psu",337,"KAL","337_C3_KAL_gen-43_TempControl-21psu",43,"KAL_gen-43","TempControl","21psu","gen-43","KAL-43",43,21.15,21.15,21.1,21.2,0.0577350269189613,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,21,9,"21_9"
338,"C3","494FA012","TempControl-21psu",338,"HOG","338_C3_HOG_gen-43_TempControl-21psu",43,"HOG_gen-43","TempControl","21psu","gen-43","HOG-43",43,21.25,21.25,21.2,21.3,0.0577350269189634,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,21,10,"21_10"
339,"C3","C1C604DE","TempControl-21psu",339,"BAR","339_C3_BAR_gen-43_TempControl-21psu",43,"BAR_gen-43","TempControl","21psu","gen-43","BAR-43",43,21.175,21.2,21.1,21.2,0.0499999999999989,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,21,11,"21_11"
340,"C3","64B68505","TempControl-21psu",340,"VIK","340_C3_VIK_gen-43_TempControl-21psu",43,"VIK_gen-43","TempControl","21psu","gen-43","VIK-43",43,21.25,21.25,21.2,21.3,0.0577350269189634,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,21,12,"21_12"
341,"C3","CA14A98B","TempControl-21psu",341,"HOR","341_C3_HOR_gen-43_TempControl-21psu",43,"HOR_gen-43","TempControl","21psu","gen-43","HOR-43",43,21.2,21.2,21.2,21.2,0,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,22,9,"22_9"
342,"C3","EF5A1CC4","TempControl-21psu",342,"BJO","342_C3_BJO_gen-43_TempControl-21psu",43,"BJO_gen-43","TempControl","21psu","gen-43","BJO-43",43,21.15,21.15,21.1,21.2,0.0577350269189613,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,22,10,"22_10"
343,"C3","7D7766F2","TempControl-21psu",343,"VAT","343_C3_VAT_gen-43_TempControl-21psu",43,"VAT_gen-43","TempControl","21psu","gen-43","VAT-43",43,21.35,21.35,21.3,21.4,0.0577350269189613,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,22,11,"22_11"
344,"C3","C524DAE9","TempControl-21psu",344,"KUR","344_C3_KUR_gen-43_TempControl-21psu",43,"KUR_gen-43","TempControl","21psu","gen-43","KUR-43",43,21,21.1,20.7,21.1,0.200000000000001,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,22,12,"22_12"
345,"C3","B4D64770","TempControl-7psu",345,"KUR","345_C3_KUR_gen-44_TempControl-7psu",44,"KUR_gen-44","TempControl","7psu","gen-44","KUR-44",44,7,7,7,7,0,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,23,9,"23_9"
346,"C3","636F230D","TempControl-7psu",346,"BJO","346_C3_BJO_gen-44_TempControl-7psu",44,"BJO_gen-44","TempControl","7psu","gen-44","BJO-44",44,7,7,7,7,0,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,23,10,"23_10"
347,"C3","F0F5F082","TempControl-7psu",347,"HOG","347_C3_HOG_gen-44_TempControl-7psu",44,"HOG_gen-44","TempControl","7psu","gen-44","HOG-44",44,7.1,7.1,7.1,7.1,0,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,23,11,"23_11"
348,"C3","E2931BCD","TempControl-7psu",348,"BAR","348_C3_BAR_gen-44_TempControl-7psu",44,"BAR_gen-44","TempControl","7psu","gen-44","BAR-44",44,7,7,7,7,0,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,23,12,"23_12"
349,"C3","DE1C06E2","TempControl-7psu",349,"HOR","349_C3_HOR_gen-44_TempControl-7psu",44,"HOR_gen-44","TempControl","7psu","gen-44","HOR-44",44,7.1,7.1,7.1,7.1,0,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,24,9,"24_9"
350,"C3","73E94BE4","TempControl-7psu",350,"KAL","350_C3_KAL_gen-44_TempControl-7psu",44,"KAL_gen-44","TempControl","7psu","gen-44","KAL-44",44,7,7,7,7,0,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,24,10,"24_10"
