"","Pop","MLL_no","Indv_no","Pop_no","coast","lat","long","temp_mean_adjust","temp_max","temp_mean_adjust.1","sal_min","sal_mean_adjust","temp_scaled","max_temp_scaled","sal_scaled","min_sal_scaled"
"31","BJO",703,"BJO-10","10","East",59.83484289,19.07867998,16.4019,21.3371880849202,16.4019,4.24618355433146,5.4394,-0.686316541349064,-1.76470993890219,-0.717422764163656,-1.90352104722099
"32","BJO",703,"BJO-12","12","East",59.83484289,19.07867998,16.4019,21.3371880849202,16.4019,4.24618355433146,5.4394,-0.686316541349064,-1.76470993890219,-0.717422764163656,-1.90352104722099
"33","BJO",703,"BJO-13","13","East",59.83484289,19.07867998,16.4019,21.3371880849202,16.4019,4.24618355433146,5.4394,-0.686316541349064,-1.76470993890219,-0.717422764163656,-1.90352104722099
"34","BJO",703,"BJO-14","14","East",59.83484289,19.07867998,16.4019,21.3371880849202,16.4019,4.24618355433146,5.4394,-0.686316541349064,-1.76470993890219,-0.717422764163656,-1.90352104722099
"35","BJO",703,"BJO-15","15","East",59.83484289,19.07867998,16.4019,21.3371880849202,16.4019,4.24618355433146,5.4394,-0.686316541349064,-1.76470993890219,-0.717422764163656,-1.90352104722099
"36","BJO",703,"BJO-16","16","East",59.83484289,19.07867998,16.4019,21.3371880849202,16.4019,4.24618355433146,5.4394,-0.686316541349064,-1.76470993890219,-0.717422764163656,-1.90352104722099
"37","BJO",703,"BJO-20","20","East",59.83484289,19.07867998,16.4019,21.3371880849202,16.4019,4.24618355433146,5.4394,-0.686316541349064,-1.76470993890219,-0.717422764163656,-1.90352104722099
"38","BJO",703,"BJO-03","03","East",59.83484289,19.07867998,16.4019,21.3371880849202,16.4019,4.24618355433146,5.4394,-0.686316541349064,-1.76470993890219,-0.717422764163656,-1.90352104722099
"39","BJO",703,"BJO-17","17","East",59.83484289,19.07867998,16.4019,21.3371880849202,16.4019,4.24618355433146,5.4394,-0.686316541349064,-1.76470993890219,-0.717422764163656,-1.90352104722099
"40","HOG",203,"HOG-04","04","West",56.1969,12.55141,17.7467,22.4425182342529,17.7467,7.18325344721476,16.7431,0.461358808178416,-0.534445959589902,0.944875963718393,1.10676926718713
"41","HOG",216,"HOG-03","03","West",56.1969,12.55141,17.7467,22.4425182342529,17.7467,7.18325344721476,16.7431,0.461358808178416,-0.534445959589902,0.944875963718393,1.10676926718713
"42","HOG",210,"HOG-16","16","West",56.1969,12.55141,17.7467,22.4425182342529,17.7467,7.18325344721476,16.7431,0.461358808178416,-0.534445959589902,0.944875963718393,1.10676926718713
"43","HOG",216,"HOG-02","02","West",56.1969,12.55141,17.7467,22.4425182342529,17.7467,7.18325344721476,16.7431,0.461358808178416,-0.534445959589902,0.944875963718393,1.10676926718713
"44","HOG",200,"HOG-01","01","West",56.1969,12.55141,17.7467,22.4425182342529,17.7467,7.18325344721476,16.7431,0.461358808178416,-0.534445959589902,0.944875963718393,1.10676926718713
