"","Pop","MLL_no","Indv_no","Pop_no","region","site_full","long","lat","temp_scaled8.5","sal_scaled8.5"
"224","VHA",96,"VHA-04","04","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-1.12395337498965,1.65873841027695
"225","VHA",97,"VHA-06","06","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-1.12395337498965,1.65873841027695
"226","VHA",98,"VHA-07","07","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-1.12395337498965,1.65873841027695
"227","VHA",99,"VHA-08","08","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-1.12395337498965,1.65873841027695
"228","VHA",100,"VHA-09","09","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-1.12395337498965,1.65873841027695
"229","VHA",101,"VHA-10","10","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-1.12395337498965,1.65873841027695
"230","VHA",102,"VHA-11","11","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-1.12395337498965,1.65873841027695
"231","VHA",104,"VHA-13","13","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-1.12395337498965,1.65873841027695
"232","VHA",106,"VHA-15","15","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-1.12395337498965,1.65873841027695
"233","VHA",107,"VHA-16","16","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-1.12395337498965,1.65873841027695
"234","VHA",108,"VHA-17","17","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-1.12395337498965,1.65873841027695
"235","VHA",110,"VHA-18","18","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-1.12395337498965,1.65873841027695
"236","VHA",112,"VHA-19","19","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-1.12395337498965,1.65873841027695
