bagKey,tank_ID,trt,bagnum_text,PopID,new_label,bagnum_num,genetID,DNA_label,temp_full,sal_full,gen,genet,board
F44EBAC1,C3,TempControl-21psu,321,VIK,321_C3_VIK_gen-41_TempControl-21psu,321,41,VIK_gen-41,TempControl,21psu,gen-41,VIK-41,41
391F2678,C3,TempControl-21psu,322,VAT,322_C3_VAT_gen-41_TempControl-21psu,322,41,VAT_gen-41,TempControl,21psu,gen-41,VAT-41,41
02865EFA,C3,TempControl-21psu,323,BJO,323_C3_BJO_gen-41_TempControl-21psu,323,41,BJO_gen-41,TempControl,21psu,gen-41,BJO-41,41
C76DB90F,C3,TempControl-21psu,324,KAL,324_C3_KAL_gen-41_TempControl-21psu,324,41,KAL_gen-41,TempControl,21psu,gen-41,KAL-41,41
E2D20521,C3,TempControl-21psu,325,BAR,325_C3_BAR_gen-41_TempControl-21psu,325,41,BAR_gen-41,TempControl,21psu,gen-41,BAR-41,41
245CEECC,C3,TempControl-21psu,326,HOG,326_C3_HOG_gen-41_TempControl-21psu,326,41,HOG_gen-41,TempControl,21psu,gen-41,HOG-41,41
E7FA955E,C3,TempControl-21psu,327,KUR,327_C3_KUR_gen-41_TempControl-21psu,327,41,KUR_gen-41,TempControl,21psu,gen-41,KUR-41,41
4044E84A,C3,TempControl-21psu,328,HOR,328_C3_HOR_gen-41_TempControl-21psu,328,41,HOR_gen-41,TempControl,21psu,gen-41,HOR-41,41
78740BAF,C3,TempControl-7psu,329,BAR,329_C3_BAR_gen-42_TempControl-7psu,329,42,BAR_gen-42,TempControl,7psu,gen-42,BAR-42,42
D624B9D1,C3,TempControl-7psu,330,HOG,330_C3_HOG_gen-42_TempControl-7psu,330,42,HOG_gen-42,TempControl,7psu,gen-42,HOG-42,42
E6C90B44,C3,TempControl-7psu,331,VIK,331_C3_VIK_gen-42_TempControl-7psu,331,42,VIK_gen-42,TempControl,7psu,gen-42,VIK-42,42
760DF893,C3,TempControl-7psu,332,VAT,332_C3_VAT_gen-42_TempControl-7psu,332,42,VAT_gen-42,TempControl,7psu,gen-42,VAT-42,42
0AE8CED3,C3,TempControl-7psu,333,KUR,333_C3_KUR_gen-42_TempControl-7psu,333,42,KUR_gen-42,TempControl,7psu,gen-42,KUR-42,42
231E391F,C3,TempControl-7psu,334,BJO,334_C3_BJO_gen-42_TempControl-7psu,334,42,BJO_gen-42,TempControl,7psu,gen-42,BJO-42,42
53558C76,C3,TempControl-7psu,335,KAL,335_C3_KAL_gen-42_TempControl-7psu,335,42,KAL_gen-42,TempControl,7psu,gen-42,KAL-42,42
BE1C8E84,C3,TempControl-7psu,336,HOR,336_C3_HOR_gen-42_TempControl-7psu,336,42,HOR_gen-42,TempControl,7psu,gen-42,HOR-42,42
53A0B1FD,C3,TempControl-21psu,337,KAL,337_C3_KAL_gen-43_TempControl-21psu,337,43,KAL_gen-43,TempControl,21psu,gen-43,KAL-43,43
494FA012,C3,TempControl-21psu,338,HOG,338_C3_HOG_gen-43_TempControl-21psu,338,43,HOG_gen-43,TempControl,21psu,gen-43,HOG-43,43
C1C604DE,C3,TempControl-21psu,339,BAR,339_C3_BAR_gen-43_TempControl-21psu,339,43,BAR_gen-43,TempControl,21psu,gen-43,BAR-43,43
64B68505,C3,TempControl-21psu,340,VIK,340_C3_VIK_gen-43_TempControl-21psu,340,43,VIK_gen-43,TempControl,21psu,gen-43,VIK-43,43
CA14A98B,C3,TempControl-21psu,341,HOR,341_C3_HOR_gen-43_TempControl-21psu,341,43,HOR_gen-43,TempControl,21psu,gen-43,HOR-43,43
EF5A1CC4,C3,TempControl-21psu,342,BJO,342_C3_BJO_gen-43_TempControl-21psu,342,43,BJO_gen-43,TempControl,21psu,gen-43,BJO-43,43
7D7766F2,C3,TempControl-21psu,343,VAT,343_C3_VAT_gen-43_TempControl-21psu,343,43,VAT_gen-43,TempControl,21psu,gen-43,VAT-43,43
C524DAE9,C3,TempControl-21psu,344,KUR,344_C3_KUR_gen-43_TempControl-21psu,344,43,KUR_gen-43,TempControl,21psu,gen-43,KUR-43,43
B4D64770,C3,TempControl-7psu,345,KUR,345_C3_KUR_gen-44_TempControl-7psu,345,44,KUR_gen-44,TempControl,7psu,gen-44,KUR-44,44
636F230D,C3,TempControl-7psu,346,BJO,346_C3_BJO_gen-44_TempControl-7psu,346,44,BJO_gen-44,TempControl,7psu,gen-44,BJO-44,44
F0F5F082,C3,TempControl-7psu,347,HOG,347_C3_HOG_gen-44_TempControl-7psu,347,44,HOG_gen-44,TempControl,7psu,gen-44,HOG-44,44
E2931BCD,C3,TempControl-7psu,348,BAR,348_C3_BAR_gen-44_TempControl-7psu,348,44,BAR_gen-44,TempControl,7psu,gen-44,BAR-44,44
DE1C06E2,C3,TempControl-7psu,349,HOR,349_C3_HOR_gen-44_TempControl-7psu,349,44,HOR_gen-44,TempControl,7psu,gen-44,HOR-44,44
73E94BE4,C3,TempControl-7psu,350,KAL,350_C3_KAL_gen-44_TempControl-7psu,350,44,KAL_gen-44,TempControl,7psu,gen-44,KAL-44,44
6B73C520,C3,TempControl-7psu,351,VAT,351_C3_VAT_gen-44_TempControl-7psu,351,44,VAT_gen-44,TempControl,7psu,gen-44,VAT-44,44
98A93669,C3,TempControl-7psu,352,VIK,352_C3_VIK_gen-44_TempControl-7psu,352,44,VIK_gen-44,TempControl,7psu,gen-44,VIK-44,44
A73247B3,C4,TempControl-21psu,353,KAL,353_C4_KAL_gen-45_TempControl-21psu,353,45,KAL_gen-45,TempControl,21psu,gen-45,KAL-45,45
1E84C205,C4,TempControl-21psu,354,BJO,354_C4_BJO_gen-45_TempControl-21psu,354,45,BJO_gen-45,TempControl,21psu,gen-45,BJO-45,45
7864D233,C4,TempControl-21psu,355,HOR,355_C4_HOR_gen-45_TempControl-21psu,355,45,HOR_gen-45,TempControl,21psu,gen-45,HOR-45,45
E9F7E134,C4,TempControl-21psu,356,VIK,356_C4_VIK_gen-45_TempControl-21psu,356,45,VIK_gen-45,TempControl,21psu,gen-45,VIK-45,45
02EEB89D,C4,TempControl-21psu,357,HOG,357_C4_HOG_gen-45_TempControl-21psu,357,45,HOG_gen-45,TempControl,21psu,gen-45,HOG-45,45
EFCF3073,C4,TempControl-21psu,358,BAR,358_C4_BAR_gen-45_TempControl-21psu,358,45,BAR_gen-45,TempControl,21psu,gen-45,BAR-45,45
9A291399,C4,TempControl-21psu,359,VAT,359_C4_VAT_gen-45_TempControl-21psu,359,45,VAT_gen-45,TempControl,21psu,gen-45,VAT-45,45
C266C635,C4,TempControl-21psu,360,KUR,360_C4_KUR_gen-45_TempControl-21psu,360,45,KUR_gen-45,TempControl,21psu,gen-45,KUR-45,45
0B222B81,C4,TempControl-7psu,361,VAT,361_C4_VAT_gen-46_TempControl-7psu,361,46,VAT_gen-46,TempControl,7psu,gen-46,VAT-46,46
9E7F7C5E,C4,TempControl-7psu,362,KAL,362_C4_KAL_gen-46_TempControl-7psu,362,46,KAL_gen-46,TempControl,7psu,gen-46,KAL-46,46
368A080A,C4,TempControl-7psu,363,KUR,363_C4_KUR_gen-46_TempControl-7psu,363,46,KUR_gen-46,TempControl,7psu,gen-46,KUR-46,46
8219C1B2,C4,TempControl-7psu,364,HOG,364_C4_HOG_gen-46_TempControl-7psu,364,46,HOG_gen-46,TempControl,7psu,gen-46,HOG-46,46
F4B5BC48,C4,TempControl-7psu,365,BAR,365_C4_BAR_gen-46_TempControl-7psu,365,46,BAR_gen-46,TempControl,7psu,gen-46,BAR-46,46
3CC9D199,C4,TempControl-7psu,366,BJO,366_C4_BJO_gen-46_TempControl-7psu,366,46,BJO_gen-46,TempControl,7psu,gen-46,BJO-46,46
5A57A59D,C4,TempControl-7psu,367,VIK,367_C4_VIK_gen-46_TempControl-7psu,367,46,VIK_gen-46,TempControl,7psu,gen-46,VIK-46,46
F23CC95A,C4,TempControl-7psu,368,HOR,368_C4_HOR_gen-46_TempControl-7psu,368,46,HOR_gen-46,TempControl,7psu,gen-46,HOR-46,46
0F98B60D,C4,TempControl-21psu,369,VIK,369_C4_VIK_gen-47_TempControl-21psu,369,47,VIK_gen-47,TempControl,21psu,gen-47,VIK-47,47
364737F8,C4,TempControl-21psu,370,HOR,370_C4_HOR_gen-47_TempControl-21psu,370,47,HOR_gen-47,TempControl,21psu,gen-47,HOR-47,47
A6BD82D7,C4,TempControl-21psu,371,BJO,371_C4_BJO_gen-47_TempControl-21psu,371,47,BJO_gen-47,TempControl,21psu,gen-47,BJO-47,47
AA3BA9D5,C4,TempControl-21psu,372,HOG,372_C4_HOG_gen-47_TempControl-21psu,372,47,HOG_gen-47,TempControl,21psu,gen-47,HOG-47,47
CD27BCB1,C4,TempControl-21psu,373,VAT,373_C4_VAT_gen-47_TempControl-21psu,373,47,VAT_gen-47,TempControl,21psu,gen-47,VAT-47,47
F7C4D06A,C4,TempControl-21psu,374,KAL,374_C4_KAL_gen-47_TempControl-21psu,374,47,KAL_gen-47,TempControl,21psu,gen-47,KAL-47,47
C59D83B9,C4,TempControl-21psu,375,KUR,375_C4_KUR_gen-47_TempControl-21psu,375,47,KUR_gen-47,TempControl,21psu,gen-47,KUR-47,47
2924382A,C4,TempControl-21psu,376,BAR,376_C4_BAR_gen-47_TempControl-21psu,376,47,BAR_gen-47,TempControl,21psu,gen-47,BAR-47,47
4EA5A829,C4,TempControl-7psu,377,HOG,377_C4_HOG_gen-48_TempControl-7psu,377,48,HOG_gen-48,TempControl,7psu,gen-48,HOG-48,48
7F8714CE,C4,TempControl-7psu,378,VAT,378_C4_VAT_gen-48_TempControl-7psu,378,48,VAT_gen-48,TempControl,7psu,gen-48,VAT-48,48
6AFDA286,C4,TempControl-7psu,379,BAR,379_C4_BAR_gen-48_TempControl-7psu,379,48,BAR_gen-48,TempControl,7psu,gen-48,BAR-48,48
5FB53E08,C4,TempControl-7psu,380,KAL,380_C4_KAL_gen-48_TempControl-7psu,380,48,KAL_gen-48,TempControl,7psu,gen-48,KAL-48,48
EDCF697E,C4,TempControl-7psu,381,HOR,381_C4_HOR_gen-48_TempControl-7psu,381,48,HOR_gen-48,TempControl,7psu,gen-48,HOR-48,48
0B0AFBF1,C4,TempControl-7psu,382,KUR,382_C4_KUR_gen-48_TempControl-7psu,382,48,KUR_gen-48,TempControl,7psu,gen-48,KUR-48,48
9484854F,C4,TempControl-7psu,383,VIK,383_C4_VIK_gen-48_TempControl-7psu,383,48,VIK_gen-48,TempControl,7psu,gen-48,VIK-48,48
8B9B9456,C4,TempControl-7psu,384,BJO,384_C4_BJO_gen-48_TempControl-7psu,384,48,BJO_gen-48,TempControl,7psu,gen-48,BJO-48,48
