"","coast","pop","mll_no","indv_no","pop_no","site_full","trt","median_temp","max_temp","median_sal","min_sal","cf"
"167","east","OSK",474,"OSK-10","10","Oskarshamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"168","east","OSK",474,"OSK-11","11","Oskarshamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"169","east","OSK",474,"OSK-12","12","Oskarshamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"170","east","OSK",474,"OSK-13","13","Oskarshamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"171","east","OSK",474,"OSK-14","14","Oskarshamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"172","east","OSK",474,"OSK-15","15","Oskarshamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"173","east","OSK",474,"OSK-16","16","Oskarshamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"174","east","OSK",474,"OSK-17","17","Oskarshamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"175","east","OSK",474,"OSK-18","18","Oskarshamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"176","east","OSK",474,"OSK-19","19","Oskarshamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"177","east","OSK",474,"OSK-20","20","Oskarshamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"178","east","BUR",489,"BUR-01","01","Burgsvik","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"179","east","BUR",489,"BUR-02","02","Burgsvik","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"180","east","BUR",491,"BUR-03","03","Burgsvik","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"181","east","BUR",491,"BUR-04","04","Burgsvik","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"182","east","BUR",493,"BUR-05","05","Burgsvik","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"183","east","BUR",494,"BUR-06","06","Burgsvik","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"184","east","BUR",494,"BUR-12","12","Burgsvik","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"185","east","BUR",496,"BUR-07","07","Burgsvik","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"186","east","BUR",496,"BUR-08","08","Burgsvik","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"187","east","BUR",498,"BUR-09","09","Burgsvik","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
