"","pop","mll_no","median_temp","max_temp","median_sal","min_sal","median_temp_std","max_temp_std","median_sal_std","min_sal_std","df"
"311","AHU","366",16,24,7,6,-0.225823264199097,0.251087555773246,-0.620947143365477,-0.292287566473705,"seascape"
"321","AHU","367",16,24,7,6,-0.225823264199097,0.251087555773246,-0.620947143365477,-0.292287566473705,"seascape"
"324","FUR","379",15,23,7,6,-0.713938145821989,-0.782977170961545,-0.620947143365477,-0.292287566473705,"seascape"
"326","FUR","383",15,23,7,6,-0.713938145821989,-0.782977170961545,-0.620947143365477,-0.292287566473705,"seascape"
"341","BJN","394",15,24,7,6,-0.713938145821989,0.251087555773246,-0.620947143365477,-0.292287566473705,"seascape"
"350","BLA","404",12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365477,-0.292287566473705,"seascape"
"370","KAL","426",19,25,7,6,1.23852138066958,1.28515228250804,-0.620947143365477,-0.292287566473705,"seascape"
"374","KAL","427",19,25,7,6,1.23852138066958,1.28515228250804,-0.620947143365477,-0.292287566473705,"seascape"
"379","KAL","436",19,25,7,6,1.23852138066958,1.28515228250804,-0.620947143365477,-0.292287566473705,"seascape"
"384","KAL","441",19,25,7,6,1.23852138066958,1.28515228250804,-0.620947143365477,-0.292287566473705,"seascape"
"389","KAL","448",19,25,7,6,1.23852138066958,1.28515228250804,-0.620947143365477,-0.292287566473705,"seascape"
"390","KAR","451",16,25,7,6,-0.225823264199097,1.28515228250804,-0.620947143365477,-0.292287566473705,"seascape"
"404","KAR","460",16,25,7,6,-0.225823264199097,1.28515228250804,-0.620947143365477,-0.292287566473705,"seascape"
"405","OSK","471",15,24,7,6,-0.713938145821989,0.251087555773246,-0.620947143365477,-0.292287566473705,"seascape"
"410","OSK","474",15,24,7,6,-0.713938145821989,0.251087555773246,-0.620947143365477,-0.292287566473705,"seascape"
"425","BUR","489",18,26,7,6,0.750406499046688,2.31921700924283,-0.620947143365477,-0.292287566473705,"seascape"
"427","BUR","491",18,26,7,6,0.750406499046688,2.31921700924283,-0.620947143365477,-0.292287566473705,"seascape"
"429","BUR","493",18,26,7,6,0.750406499046688,2.31921700924283,-0.620947143365477,-0.292287566473705,"seascape"
"430","BUR","494",18,26,7,6,0.750406499046688,2.31921700924283,-0.620947143365477,-0.292287566473705,"seascape"
"432","BUR","496",18,26,7,6,0.750406499046688,2.31921700924283,-0.620947143365477,-0.292287566473705,"seascape"
"434","BUR","498",18,26,7,6,0.750406499046688,2.31921700924283,-0.620947143365477,-0.292287566473705,"seascape"
"435","BUR","499",18,26,7,6,0.750406499046688,2.31921700924283,-0.620947143365477,-0.292287566473705,"seascape"
"436","BUR","501",18,26,7,6,0.750406499046688,2.31921700924283,-0.620947143365477,-0.292287566473705,"seascape"
"437","BUR","504",18,26,7,6,0.750406499046688,2.31921700924283,-0.620947143365477,-0.292287566473705,"seascape"
"438","BUR","507",18,26,7,6,0.750406499046688,2.31921700924283,-0.620947143365477,-0.292287566473705,"seascape"
"440","BUR","508",18,26,7,6,0.750406499046688,2.31921700924283,-0.620947143365477,-0.292287566473705,"seascape"
"441","BUR","509",18,26,7,6,0.750406499046688,2.31921700924283,-0.620947143365477,-0.292287566473705,"seascape"
"442","BUR","511",18,26,7,6,0.750406499046688,2.31921700924283,-0.620947143365477,-0.292287566473705,"seascape"
"444","BAD","519",17,24,7,6,0.262291617423796,0.251087555773246,-0.620947143365477,-0.292287566473705,"seascape"
"450","BAD","520",17,24,7,6,0.262291617423796,0.251087555773246,-0.620947143365477,-0.292287566473705,"seascape"
"452","BAD","526",17,24,7,6,0.262291617423796,0.251087555773246,-0.620947143365477,-0.292287566473705,"seascape"
"455","BAD","533",17,24,7,6,0.262291617423796,0.251087555773246,-0.620947143365477,-0.292287566473705,"seascape"
"463","LJU","540",16,25,7,6,-0.225823264199097,1.28515228250804,-0.620947143365477,-0.292287566473705,"seascape"
"469","LJU","546",16,25,7,6,-0.225823264199097,1.28515228250804,-0.620947143365477,-0.292287566473705,"seascape"
"478","LJU","551",16,25,7,6,-0.225823264199097,1.28515228250804,-0.620947143365477,-0.292287566473705,"seascape"
"479","LJU","555",16,25,7,6,-0.225823264199097,1.28515228250804,-0.620947143365477,-0.292287566473705,"seascape"
"480","KLI","561",17,26,7,6,0.262291617423796,2.31921700924283,-0.620947143365477,-0.292287566473705,"seascape"
"487","KLI","563",17,26,7,6,0.262291617423796,2.31921700924283,-0.620947143365477,-0.292287566473705,"seascape"
"494","KLI","569",17,26,7,6,0.262291617423796,2.31921700924283,-0.620947143365477,-0.292287566473705,"seascape"
"495","KLI","573",17,26,7,6,0.262291617423796,2.31921700924283,-0.620947143365477,-0.292287566473705,"seascape"
"497","KLI","575",17,26,7,6,0.262291617423796,2.31921700924283,-0.620947143365477,-0.292287566473705,"seascape"
"499","HOR","587",15,24,7,6,-0.713938145821989,0.251087555773246,-0.620947143365477,-0.292287566473705,"seascape"
"515","SLI","594",16,25,7,6,-0.225823264199097,1.28515228250804,-0.620947143365477,-0.292287566473705,"seascape"
"516","SLI","597",16,25,7,6,-0.225823264199097,1.28515228250804,-0.620947143365477,-0.292287566473705,"seascape"
"533","SLI","606",16,25,7,6,-0.225823264199097,1.28515228250804,-0.620947143365477,-0.292287566473705,"seascape"
"534","EKO","615",12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365477,-0.292287566473705,"seascape"
"553","EKO","624",12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365477,-0.292287566473705,"seascape"
"554","KRA","642",13,24,7,5,-1.69016790906777,0.251087555773246,-0.620947143365477,-0.669013763262036,"seascape"
"563","NYN","649",11,24,7,5,-2.66639767231356,0.251087555773246,-0.620947143365477,-0.669013763262036,"seascape"
"564","NYN","659",11,24,7,5,-2.66639767231356,0.251087555773246,-0.620947143365477,-0.669013763262036,"seascape"
"580","GAL","669",19,24,6,5,1.23852138066958,0.251087555773246,-0.789044853121358,-0.669013763262036,"seascape"
"595","GAL","687",19,24,6,5,1.23852138066958,0.251087555773246,-0.789044853121358,-0.669013763262036,"seascape"
"600","BJO","703",16,22,5,4,-0.225823264199097,-1.81704189769634,-0.95714256287724,-1.04573996005037,"seascape"
"619","RAU","714",16,23,5,5,-0.225823264199097,-0.782977170961545,-0.95714256287724,-0.669013763262036,"seascape"
"639","HAN","744",15,24,6,4,-0.713938145821989,0.251087555773246,-0.789044853121358,-1.04573996005037,"seascape"
"649","HAN","749",15,24,6,4,-0.713938145821989,0.251087555773246,-0.789044853121358,-1.04573996005037,"seascape"
"653","HAN","754",15,24,6,4,-0.713938145821989,0.251087555773246,-0.789044853121358,-1.04573996005037,"seascape"
"658","ING","771",16,24,6,4,-0.225823264199097,0.251087555773246,-0.789044853121358,-1.04573996005037,"seascape"
