gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	projectTitle	projectID	fundingAttribution	fundingAttributionID	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
6235868601				https://creativecommons.org/licenses/by-nc/4.0/	2026-04-15T19:38:46Z		https://www.inaturalist.org/observations/333948048	naomiyama					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/333948048	333948048		naomiyama																																							2026-01-08T09:27:19+01:00	09:27:19+01:00						Thu Jan 08 2026 09:27:19 GMT +0100 (GMT)																				DK	Hovedstaden				København N												55.6911430359	12.554728508	EPSG:4326	10																																		747884305				naomiyama		2026-01-08T08:27:45Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
6235296409				https://creativecommons.org/licenses/by/4.0/	2026-04-15T19:21:23Z		https://www.inaturalist.org/observations/342922987	Daniel Ellehammer Larsen					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/342922987	342922987		Daniel Ellehammer Larsen																																							2026-03-14T14:41:14+01:00	14:41:14+01:00						2026-03-14 14:41:14																				DK	Hovedstaden				Udsholt Strand, Græsted, Denmark												56.1106223889	12.1873941389	EPSG:4326																																			773881266				Daniel Ellehammer Larsen		2026-03-14T15:38:43Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
5935411616				https://creativecommons.org/licenses/by-nc/4.0/	2025-12-30T14:34:20Z		https://www.inaturalist.org/observations/329938823	caleidoskopable					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/329938823	329938823		caleidoskopable																																							2023-01-07T14:51:00+01:00	14:51:00+01:00						2023/01/07 2:51 PM																				DK	Hovedstaden				Dragør, Denmark												55.594023	12.660503	EPSG:4326	4343																																		735612172				caleidoskopable		2025-12-08T04:54:06Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
5230933223				https://creativecommons.org/licenses/by-nc/4.0/	2025-07-20T20:05:15Z		https://www.inaturalist.org/observations/298165324	Chiara D’Agata					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/298165324	298165324		Chiara D’Agata																																							2025-07-09T14:49:14+02:00	14:49:14+02:00						2025-07-09 14:49:14																				SE	Gotland				Snäckgärdsvägen, Visby, Gotland County, SE												57.6631917132	18.3183369897	EPSG:4326	347																																		665574929				Chiara D’Agata		2025-07-15T20:25:20Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
5230426001				https://creativecommons.org/licenses/by-nc/4.0/	2025-07-21T12:15:49Z		https://www.inaturalist.org/observations/299455782	martinskands					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/299455782	299455782		martinskands																																							2025-07-20T11:24:02+02:00	11:24:02+02:00						Sun Jul 20 2025 11:24:02 GMT +0200 (GMT)																				DK	Hovedstaden				Klampenborg												55.8069610596	12.5834388733	EPSG:4326	9																																		667930494				martinskands		2025-07-20T09:24:10Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
5230048480				https://creativecommons.org/publicdomain/zero/1.0/	2025-07-12T01:06:39Z		https://www.inaturalist.org/observations/297074494	Morten Rosenvold Villadsen					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/297074494	297074494		Morten Rosenvold Villadsen																																							2025-07-06							2025-07-06																				DK	Hovedstaden				Danmark												55.9430046	11.8591605127	EPSG:4326	257																																		663299896				Morten Rosenvold Villadsen		2025-07-11T18:02:34Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
5176775620				https://creativecommons.org/licenses/by-nc/4.0/	2025-09-25T06:52:33Z		https://www.inaturalist.org/observations/284873090	Sven Ängermark					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/284873090	284873090		Sven Ängermark																																							2013-07-27T17:11:53+02:00	17:11:53+02:00						2013-07-27 17:11:53+02:00																				SE	Västra Götaland				Askeröfjorden, Askerön, Västra Götalands län, SE												58.0845077026	11.7547978983	EPSG:4326	100																																		639675332				Sven Ängermark		2025-05-28T18:24:44Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
5168546320				https://creativecommons.org/licenses/by-nc/4.0/	2025-05-24T05:43:07Z		https://www.inaturalist.org/observations/283365056	Björn Källström					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/283365056	283365056		Björn Källström																																							2021-06-20T14:12:00+02:00	14:12:00+02:00						2021/06/20 2:12 PM																				SE	Västra Götaland				Hönö, Sweden												57.698821861	11.6781088782	EPSG:4326	15																																		636735583				Björn Källström		2025-05-23T13:14:37Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
5167567093				https://creativecommons.org/licenses/by-nc/4.0/	2025-05-23T14:20:09Z		https://www.inaturalist.org/observations/283350167	Björn Källström					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/283350167	283350167		Björn Källström																																							2019-08-10T16:55:00+02:00	16:55:00+02:00						2019/08/10 4:55 PM																				SE	Västra Götaland				Strömstad Municipality, Sweden												58.9462368797	11.17120904	EPSG:4326																																			636704776				Björn Källström		2025-05-23T11:43:00Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
5069833802				https://creativecommons.org/licenses/by-nc/4.0/	2025-04-15T09:35:53Z		https://www.inaturalist.org/observations/261437542	Mario Aliana Pedrosa					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/261437542	261437542		Mario Aliana Pedrosa																								They grow up in a nearby sandbank. When the weather catches on, they get sent into the shore and eventually rottens up.															2025-02-12T13:19:25+01:00	13:19:25+01:00						2025-02-12 13:19:25																				DK	Hovedstaden				Søvej, Dragør, Capital Region of Denmark, DK												55.5707883333	12.6233783333	EPSG:4326	3																																		591780863				Mario Aliana Pedrosa		2025-02-12T12:37:41Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
5069735312				https://creativecommons.org/licenses/by-nc/4.0/	2026-04-14T17:47:51Z		https://www.inaturalist.org/observations/9830086	Lena Struwe					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/9830086	9830086		Lena Struwe																								The think green leaves on the seafloor (this is taken down into the sea)															2012-04-03T08:53:00-04:00	08:53:00-04:00						2012/04/03 8:53 AM EDT																				SE	Västra Götaland				Södra Hamnen 6, 471 32 Skärhamn, Sweden												57.98806	11.539848	EPSG:4326	172																																		585430833				Ollie Thomas		2025-01-21T21:13:07Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
5063663038				https://creativecommons.org/licenses/by-nc/4.0/	2025-04-14T00:51:12Z		https://www.inaturalist.org/observations/260264828	Morten Christensen					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/260264828	260264828		Morten Christensen																																							2025-02-01T13:08:39+01:00	13:08:39+01:00						2025-02-01 13:08:39+01:00																				DK	Sjælland				Nyrup Bugt, Rørvig, Region Sjælland, DK												55.9622716667	11.7350333333	EPSG:4326	2																																		588506221				Morten Christensen		2025-02-01T15:05:15Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
5037179817				https://creativecommons.org/licenses/by-nc/4.0/	2025-01-13T16:45:25Z		https://www.inaturalist.org/observations/257926511	lappuggla					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/257926511	257926511		lappuggla																																							2025-01-09T12:16:00+01:00	12:16:00+01:00						2025/01/09 12:16 PM																				SE	Kalmar				Ventlinge strand, Mörbylånga, Sverige												56.2910855881	16.3950920105	EPSG:4326	371																																		581842506				lappuggla		2025-01-09T15:08:10Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
5037171482				https://creativecommons.org/licenses/by-nc/4.0/	2025-04-12T02:59:37Z		https://www.inaturalist.org/observations/258344640	Mikael Bauer					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/258344640	258344640		Mikael Bauer																																							2025-01-12T11:57:44+01:00	11:57:44+01:00						2025-01-12 11:57:44+01:00																				SE	Skåne				Köpenhamnsstigen, Malmö, Skåne län, SE												55.5970083333	12.9551166667	EPSG:4326	126																																		582976415				Mikael Bauer		2025-01-13T05:36:19Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
5008441672				https://creativecommons.org/licenses/by/4.0/	2025-04-11T01:48:52Z		https://www.inaturalist.org/observations/257265997	Tobias S. Radmer					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/257265997	257265997		Tobias S. Radmer																																							2025-01-02T13:03:00+01:00	13:03:00+01:00						2025/01/02 13:03																				DK	Sjælland				Køge, Sjælland, Denmark												55.4767366667	12.198305	EPSG:4326																																			579934854				Tobias S. Radmer		2025-01-03T19:33:17Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
5008365545				https://creativecommons.org/licenses/by-nc/4.0/	2025-04-16T02:45:31Z		https://www.inaturalist.org/observations/255690468	Mika Tomta					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/255690468	255690468		Mika Tomta																																							2024-12-20T11:12:00+01:00	11:12:00+01:00						2024/12/20 11:12 AM																				NO	Ãstfold				Hvaler Municipality, Norway												59.0462137487	10.9316187337	EPSG:4326	2																																		575672206				Mika Tomta		2024-12-20T17:10:50Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
5008175261				https://creativecommons.org/licenses/by-nc/4.0/	2025-04-04T14:20:17Z		https://www.inaturalist.org/observations/60981845	petersc					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/60981845	60981845		petersc																																							2020-09-27T12:28:00+02:00	12:28:00+02:00						2020/09/27 12:28 PM CEST																				DK	Hovedstaden				Amager Øst, København, Danmark												55.6627012622	12.6369153428	EPSG:4326	4																																		133062002				petersc		2020-09-27T16:56:30Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
5008092357				https://creativecommons.org/licenses/by/4.0/	2025-04-11T01:48:53Z		https://www.inaturalist.org/observations/257266009	Tobias S. Radmer					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/257266009	257266009		Tobias S. Radmer																																							2025-01-02T13:15:00+01:00	13:15:00+01:00						2025/01/02 13:15																				DK	Sjælland				4600 Køge, Danmark												55.4840866667	12.2027666667	EPSG:4326																																			579934872				Tobias S. Radmer		2025-01-03T19:33:21Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
5007855201				https://creativecommons.org/licenses/by-nc/4.0/	2025-04-04T08:29:55Z		https://www.inaturalist.org/observations/47146258	Mika Tomta					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/47146258	47146258		Mika Tomta																																							2020-05-24T18:26:00+02:00	18:26:00+02:00						2020/05/24 6:26 PM CEST																				NO	Ãstfold				Hvaler Municipality, Norway												59.0252952575	11.0175714492	EPSG:4326																																			105349790				Mika Tomta		2020-05-24T17:40:59Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
5007545837				https://creativecommons.org/licenses/by-nc/4.0/	2024-12-30T15:39:56Z		https://www.inaturalist.org/observations/256726906	Olaf Hakelberg					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/256726906	256726906		Olaf Hakelberg																																							2024-12-28T11:32:00+01:00	11:32:00+01:00						2024/12/28 11:32																				SE	Skåne				Ystad, Schweden												55.4324029216	13.8727394224	EPSG:4326	31																																		578544093				esdena		2024-12-30T15:19:43Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
5007498194				https://creativecommons.org/licenses/by-nc/4.0/	2025-04-17T00:47:34Z		https://www.inaturalist.org/observations/256360612	Ekaterina Rozantseva					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/256360612	256360612		Ekaterina Rozantseva																																							2024-12-26T12:46:44+01:00	12:46:44+01:00						2024-12-26 12:46:44																				SE	Blekinge				Hasslö, Blekinge County, SE												56.0965278333	15.4599466667	EPSG:4326	285																																		577516569				Ekaterina Rozantseva		2024-12-27T09:30:14Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
4994473731				https://creativecommons.org/licenses/by-nc/4.0/	2025-04-03T03:03:06Z		https://www.inaturalist.org/observations/79242920	petersc					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/79242920	79242920		petersc																																							2021-05-17T16:52:00+02:00	16:52:00+02:00						2021/05/17 4:52 PM CEST																				DK	Hovedstaden				2920 Charlottenlund, Danmark												55.7456242134	12.5890782771	EPSG:4326	2																																		175692235				petersc		2021-05-18T05:45:55Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
4994422402				https://creativecommons.org/licenses/by-nc/4.0/	2024-11-29T21:47:24Z		https://www.inaturalist.org/observations/93449015	bertram_eskelund					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/93449015	93449015		bertram_eskelund																																							2021-09-03T09:27:30+03:00	09:27:30+03:00						Fri Sep 03 2021 09:27:30 GMT+0200 (GMT+2)																				DK	Hovedstaden				Isefjord, DK												55.95426221	11.8513095058	EPSG:4326	4																																		235109277				Iona M.		2022-02-03T17:26:58Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
4994413289				https://creativecommons.org/licenses/by-nc/4.0/	2025-04-04T10:10:59Z		https://www.inaturalist.org/observations/51341820	Mika Tomta					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/51341820	51341820		Mika Tomta																																							2020-06-28T20:45:00+02:00	20:45:00+02:00						2020/06/28 8:45 PM CEST																				NO	Ãstfold				Hvaler Municipality, Norway												59.0744538224	11.0639980524	EPSG:4326	2																																		113658710				Mika Tomta		2020-06-29T09:01:11Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
4994403362				https://creativecommons.org/licenses/by-nc/4.0/	2025-04-03T01:21:14Z		https://www.inaturalist.org/observations/76098385	Martin Kielland					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/76098385	76098385		Martin Kielland																																							2021-05-01T13:16:17+02:00	13:16:17+02:00						Sat May 01 2021 13:16:17 GMT+0200 (GMT+2)																				DK	Hovedstaden				Øresund, DK												55.8874666667	12.5436616667	EPSG:4326	42																																		169649409				Martin Kielland		2021-05-01T11:17:05Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
4994337946				https://creativecommons.org/licenses/by-nc/4.0/	2025-04-04T08:20:11Z		https://www.inaturalist.org/observations/46765517	petersc					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/46765517	46765517		petersc																																							2020-05-21							2020/05/21 4:57 PM UTC																				DK	Hovedstaden				2930 Klampenborg, Danmark												55.7783519583	12.5925916319	EPSG:4326	8																																		104636240				petersc		2020-05-21T20:30:40Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
4994285802				https://creativecommons.org/licenses/by-nc/4.0/	2024-11-29T22:07:19Z		https://www.inaturalist.org/observations/56837173	_Brian_					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/56837173	56837173		_Brian_																																							2020-08-18T15:42:49+02:00	15:42:49+02:00						Tue Aug 18 2020 15:42:49 GMT+0200 (GMT+2)																				DK	Hovedstaden				Køge Bugt, DK												55.6134003603	12.5067373846	EPSG:4326	32																																		158043186				lenaquist		2021-03-06T15:15:36Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
4993755489				https://creativecommons.org/publicdomain/zero/1.0/	2025-04-02T22:18:02Z		https://www.inaturalist.org/observations/70873202	Kristina Cecilie Larsen					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/70873202	70873202		Kristina Cecilie Larsen																																							2021-03-09T11:35:37+01:00	11:35:37+01:00						2021-03-09 11:35:37 AM GMT+01:00																				DK	Hovedstaden				Thad Jones Vej (Sluseholmen), 2450 København, Danmark												55.6463672	12.5490840997	EPSG:4326																																			158580035				Kristina Cecilie Larsen		2021-03-09T12:45:02Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
4987851437				https://creativecommons.org/licenses/by-nc/4.0/	2025-04-04T07:37:31Z		https://www.inaturalist.org/observations/123845880	Tomas Cedhagen					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/123845880	123845880		Tomas Cedhagen																																							1997-06-05							1997/06/05																				SE	Västra Götaland				Strömstad Municipality, Sweden												58.8792492516	11.1339019469	EPSG:4326	42																																		274221006				Tomas Cedhagen		2022-06-28T15:59:39Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
4987822690				https://creativecommons.org/licenses/by-nc/4.0/	2025-04-04T07:42:55Z		https://www.inaturalist.org/observations/123983843	Malte Rod					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/123983843	123983843		Malte Rod																																							2022-06-29T18:21:04+02:00	18:21:04+02:00						2022-06-29 18:21:04+02:00																				DK	Hovedstaden				Øresund, København, DK												55.6650436563	12.5731356369	EPSG:4326	163																																		274507733				Malte Rod		2022-06-29T16:24:29Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
4987772881				https://creativecommons.org/licenses/by-nc/4.0/	2025-04-03T12:04:57Z		https://www.inaturalist.org/observations/96565855	meg071					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/96565855	96565855		meg071																																							2021-09-29T13:22:33+03:00	13:22:33+03:00						Wed Sep 29 2021 13:22:33 GMT+0200 (GMT+2)																				DK	Hovedstaden				Dragør Fort, Dragør, DK												55.5881466667	12.67757	EPSG:4326	84																																		210386097				meg071		2021-09-29T11:22:51Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
4987749895				https://creativecommons.org/licenses/by-nc/4.0/	2025-04-04T12:43:25Z		https://www.inaturalist.org/observations/132249249	amalie7782					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/132249249	132249249		amalie7782																																							2022-08-25T10:26:04+02:00	10:26:04+02:00						2022-08-25 10:26:04+02:00																				DK	Hovedstaden				Roskilde Fjord, Frederikssund, Region Hovedstaden, DK												55.8323066729	12.0562201459	EPSG:4326	3																																		291606673				amalie7782		2022-08-25T08:26:29Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
4987716664				https://creativecommons.org/licenses/by-nc/4.0/	2025-04-04T12:43:25Z		https://www.inaturalist.org/observations/132249246	mie_uhrskov					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/132249246	132249246		mie_uhrskov																																							2022-08-25T10:25:43+02:00	10:25:43+02:00						2022-08-25 10:25:43+02:00																				DK	Hovedstaden				Sjælland, Frederikssund, Region Hovedstaden, DK												55.8323004363	12.0565060304	EPSG:4326	89																																		291606671				mie_uhrskov		2022-08-25T08:26:26Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
4987673562				https://creativecommons.org/licenses/by-nc/4.0/	2025-04-03T11:58:07Z		https://www.inaturalist.org/observations/96345032	alma_christensen					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/96345032	96345032		alma_christensen																																							2021-09-27T10:59:35+03:00	10:59:35+03:00						Mon Sep 27 2021 10:59:35 GMT+0200 (GMT+2)																				DK	Hovedstaden				Dragør Fort, Dragør, DK												55.5886058137	12.6765696611	EPSG:4326	6																																		209900347				alma_christensen		2021-09-27T08:59:50Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
4987612989				https://creativecommons.org/licenses/by-nc/4.0/	2025-04-04T13:40:16Z		https://www.inaturalist.org/observations/133749294	andersbrocks					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/133749294	133749294		andersbrocks																																							2022-09-05T14:01:19+02:00	14:01:19+02:00						2022-09-05 14:01:19+02:00																				DK	Hovedstaden				Amager, Kastrup, Region Hovedstaden, DK												55.6445308356	12.6488258131	EPSG:4326	18																																		294701517				andersbrocks		2022-09-05T12:02:59Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
4987585117				https://creativecommons.org/licenses/by-nc/4.0/	2024-11-26T19:51:33Z		https://www.inaturalist.org/observations/102987931	noraing					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/102987931	102987931		noraing																																							2021-12-02T15:14:42+01:00	15:14:42+01:00						Thu Dec 02 2021 15:14:42 GMT+0100 (GMT+1)																				NO	Ãstfold				Vesterøy, Vesterøy, Østfold, NO												59.0838195	10.8475383333	EPSG:4326	4																																		453334724				weekend		2024-02-21T16:21:21Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
4987466300				https://creativecommons.org/licenses/by-nc/4.0/	2025-04-03T12:04:53Z		https://www.inaturalist.org/observations/96560765	selma77					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/96560765	96560765		selma77																																							2021-09-29T11:17:15+03:00	11:17:15+03:00						Wed Sep 29 2021 11:17:15 GMT+0200 (GMT+2)																				DK	Hovedstaden				Amager, Dragør, Hovedstaden, DK												55.5902246529	12.6767472578	EPSG:4326	90																																		210372476				selma77		2021-09-29T09:17:26Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
4987445164				https://creativecommons.org/licenses/by-nc/4.0/	2025-04-03T12:03:32Z		https://www.inaturalist.org/observations/96488935	Gitte L					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/96488935	96488935		Gitte L																																							2021-09-28T17:43:38+03:00	17:43:38+03:00						Tue Sep 28 2021 17:43:38 GMT+0200 (GMT+2)																				DK	Hovedstaden				Øresund, DK												55.6600383333	12.635955	EPSG:4326	3																																		210215992				Gitte L		2021-09-28T16:38:37Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
4987378604				https://creativecommons.org/licenses/by-nc/4.0/	2025-04-03T12:02:55Z		https://www.inaturalist.org/observations/96455954	andersbrocks					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/96455954	96455954		andersbrocks																																							2021-09-28T10:38:02+03:00	10:38:02+03:00						Tue Sep 28 2021 10:38:02 GMT+0200 (GMT+2)																				DK	Hovedstaden				Amager, Dragør, DK												55.5890980411	12.6770956008	EPSG:4326	8																																		210144307				andersbrocks		2021-09-28T08:38:15Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
4980743559				https://creativecommons.org/licenses/by-nc/4.0/	2025-04-08T05:17:29Z		https://www.inaturalist.org/observations/242462294	verajonssson					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/242462294	242462294		verajonssson																																							2024-09-18T12:57:35+02:00	12:57:35+02:00						2024-09-18 12:57:35+02:00																				SE	Västra Götaland				Öckerö, Öckerö, O, SE												57.7181226694	11.633655217	EPSG:4326	499																																		541904696				verajonssson		2024-09-18T10:58:34Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
